StringID  Type       x         y
D0         d         5795      2172
D1         d         10298     8431
D2         d         10133     5356
D3         d         3651      7010
C0         c         3643      3586
C1         c         7826      3344
C2         c         5161      2360
C3         c         3804      2385
C4         c         4744      8136
C5         c         2072      7144
C6         c         7645      10747
C7         c         8419      1154
C8         c         8643      1054
C9         c         3849      5990
C10        c         2171      6953
C11        c         5229      9725
C12        c         1379      9130
C13        c         4483      828
C14        c         9364      9930
C15        c         9500      3999
C16        c         1         6974
C17        c         2169      1857
C18        c         5581      7001
C19        c         4636      1026
C20        c         9892      2680
C21        c         6891      4159
C22        c         3997      4350
C23        c         9790      5536
C24        c         2102      8440
C25        c         10820     1822
C26        c         4265      3444
C27        c         6897      2956
C28        c         9006      3334
C29        c         34        4527
C30        c         6416      4947
C31        c         6164      969
C32        c         1220      9506
C33        c         9649      5330
C34        c         10391     5263
C35        c         2604      9184
C36        c         1992      9305
C37        c         2352      4977
C38        c         7222      8175
C39        c         5956      1126
C40        c         4379      7663
C41        c         7794      10339
C42        c         7825      7351
C43        c         5401      396
C44        c         7916      952
C45        c         9319      922
C46        c         9376      6407
C47        c         7674      8013
C48        c         9292      4253
C49        c         4473      1028

TRUCKCAPACITY /10/
DEPOTCAPACITY /29/
DEPOTFIXCOST /652/
