StringID  Type       x         y
D0         d         2333      3347
D1         d         2609      3301
D2         d         2772      2096
C0         c         3087      2314
C1         c         2695      3930
C2         c         1170      3079
C3         c         703       3422
C4         c         379       580
C5         c         1113      2681
C6         c         2218      2486
C7         c         2632      2822
C8         c         1117      851
C9         c         2836      437
C10        c         915       1225
C11        c         1607      1885
C12        c         2006      3343
C13        c         3114      2035
C14        c         3576      156
C15        c         1931      3547
C16        c         3804      2294
C17        c         1698      223
C18        c         889       3662
C19        c         2037      2974
C20        c         3003      1227
C21        c         888       2118
C22        c         3754      580
C23        c         3096      2213
C24        c         1679      2770
C25        c         3450      2844
C26        c         2227      1380
C27        c         2559      3734
C28        c         2443      3349
C29        c         3628      1879
C30        c         2482      667
C31        c         3559      3736
C32        c         1877      3969
C33        c         1252      1650
C34        c         2548      3480
C35        c         33        345
C36        c         3975      1866
C37        c         1102      3148
C38        c         3168      3215
C39        c         3858      2186

TRUCKCAPACITY /10/
DEPOTCAPACITY /31/
DEPOTFIXCOST /177/
