StringID  Type       x         y
D0         d         1269      2613
D1         d         10        4223
D2         d         307       7436
C0         c         6927      2061
C1         c         7408      485
C2         c         4249      626
C3         c         4342      4464
C4         c         6502      7428
C5         c         3736      6081
C6         c         6408      1437
C7         c         2200      1447
C8         c         5095      1680
C9         c         3400      1081
C10        c         5769      3809
C11        c         1008      5297
C12        c         17        6325
C13        c         5488      5758
C14        c         6150      6663
C15        c         3622      5012
C16        c         3926      1437
C17        c         6418      5895
C18        c         2715      4154
C19        c         2104      7640
C20        c         1436      4630
C21        c         6726      1551
C22        c         5655      7307
C23        c         1399      2569
C24        c         6078      1553
C25        c         2999      4628
C26        c         6015      2156
C27        c         5128      4153
C28        c         1544      4900
C29        c         1316      4697
C30        c         7563      54
C31        c         1892      7292
C32        c         7358      6409
C33        c         4064      1381
C34        c         2855      6563
C35        c         3288      874
C36        c         4758      1565
C37        c         3923      2946
C38        c         7155      6228
C39        c         5         3232

TRUCKCAPACITY /10/
DEPOTCAPACITY /28/
DEPOTFIXCOST /418/
