StringID  Type       x         y
D0         d         4722      6989
D1         d         91        1026
D2         d         6539      1703
D3         d         1176      4006
D4         d         1995      3994
C0         c         4836      6289
C1         c         6108      2104
C2         c         2265      2697
C3         c         5301      1196
C4         c         708       1073
C5         c         3517      5838
C6         c         4336      827
C7         c         1075      4084
C8         c         5160      4313
C9         c         5581      7434
C10        c         7543      628
C11        c         4255      6373
C12        c         6450      1697
C13        c         5695      6356
C14        c         4408      6225
C15        c         1063      5496
C16        c         4729      7239
C17        c         2906      470
C18        c         1461      5328
C19        c         7499      1195
C20        c         7046      1966
C21        c         2554      3071
C22        c         6049      1621
C23        c         7520      5885
C24        c         345       90
C25        c         2061      2
C26        c         2917      1064
C27        c         4368      6900
C28        c         5858      5109
C29        c         5399      4565
C30        c         924       7412
C31        c         2775      2456
C32        c         3465      7372
C33        c         2734      4403
C34        c         1942      1866
C35        c         3463      1269
C36        c         7078      6226
C37        c         1791      538
C38        c         2520      6684
C39        c         5318      2717
C40        c         2825      1949
C41        c         7495      4429
C42        c         1691      2882
C43        c         5515      6691
C44        c         2420      5092
C45        c         5722      1747
C46        c         585       4601
C47        c         6820      417
C48        c         4380      5895
C49        c         1312      3190
C50        c         5635      5983
C51        c         1843      1075
C52        c         300       7175
C53        c         5907      4165
C54        c         1566      5880
C55        c         2860      6266
C56        c         5185      1929
C57        c         7363      4882
C58        c         2721      1836
C59        c         7129      6938
C60        c         6895      6232
C61        c         6226      5877
C62        c         1993      5062
C63        c         7254      3900
C64        c         2618      7136
C65        c         6648      1480
C66        c         3205      4215
C67        c         2069      6924
C68        c         6686      3764
C69        c         5247      2472
C70        c         1786      6481
C71        c         1371      2108
C72        c         4616      3336
C73        c         5576      1402
C74        c         3328      4940
C75        c         962       5760
C76        c         1883      3384
C77        c         1861      5476
C78        c         1186      6853
C79        c         693       6672
C80        c         5100      3647
C81        c         5245      1872
C82        c         163       3578
C83        c         5623      5161
C84        c         6278      65
C85        c         7052      1389
C86        c         4852      1423
C87        c         4124      6028
C88        c         2919      5378
C89        c         7583      7341
C90        c         5951      6924
C91        c         3853      4349
C92        c         7361      620
C93        c         380       6471
C94        c         351       2908
C95        c         6792      7622
C96        c         6457      4876
C97        c         2040      7479
C98        c         7653      5456
C99        c         671       4145
C100       c         3179      5781
C101       c         639       4793
C102       c         1172      6682
C103       c         3125      18
C104       c         4453      605
C105       c         4497      5330
C106       c         1766      6611
C107       c         6532      6971
C108       c         3880      1499
C109       c         1343      7111
C110       c         4741      6133
C111       c         5273      2565
C112       c         7466      2351
C113       c         1457      5540
C114       c         6099      4065
C115       c         5077      5581
C116       c         4054      922
C117       c         7075      1719
C118       c         99        6490
C119       c         4206      3445
C120       c         6922      1026
C121       c         4324      3090
C122       c         2429      1288
C123       c         5357      5087
C124       c         3224      1391
C125       c         5334      12
C126       c         2718      6391
C127       c         2990      4214
C128       c         6342      913
C129       c         1264      4800
C130       c         6134      3861
C131       c         7523      933
C132       c         6862      5943
C133       c         831       3724
C134       c         4840      952
C135       c         1937      2397
C136       c         862       217
C137       c         4320      2708
C138       c         653       4629
C139       c         4881      7060
C140       c         2841      2831
C141       c         4744      4925
C142       c         1074      2250
C143       c         1680      704
C144       c         7445      4888
C145       c         765       2738
C146       c         7125      6229
C147       c         1296      7264
C148       c         6491      5972
C149       c         7578      7523
C150       c         5291      3994
C151       c         2660      7028
C152       c         6506      1482
C153       c         1743      6273
C154       c         3997      7265
C155       c         6072      6400
C156       c         2740      2723
C157       c         4766      6787
C158       c         5063      4054
C159       c         6663      652
C160       c         6431      685
C161       c         287       6051
C162       c         5880      6919
C163       c         6819      679
C164       c         389       3034
C165       c         4349      98
C166       c         6197      3433
C167       c         5553      3423
C168       c         2613      7614
C169       c         4087      512
C170       c         2614      6484
C171       c         6313      3787
C172       c         5488      2580
C173       c         5984      5893
C174       c         2023      3714
C175       c         2779      2434
C176       c         5613      5433
C177       c         5280      4539
C178       c         1256      661
C179       c         4069      289
C180       c         341       2735
C181       c         7600      1201
C182       c         4621      6542
C183       c         2110      7369
C184       c         7367      1435
C185       c         7074      2874
C186       c         2015      5718
C187       c         1454      4510
C188       c         1366      5960
C189       c         790       3052
C190       c         4377      6968
C191       c         4051      6985
C192       c         2182      4514
C193       c         5318      1313
C194       c         5420      1637
C195       c         2718      1655
C196       c         1746      444
C197       c         4603      5497
C198       c         3259      4207
C199       c         1747      1368

TRUCKCAPACITY /25/
DEPOTCAPACITY /67/
DEPOTFIXCOST /641/
