StringID  Type       x         y
D0         d         9465      6993
D1         d         5382      2201
D2         d         1839      5329
D3         d         8966      7852
D4         d         7749      4634
C0         c         4216      10153
C1         c         2967      4728
C2         c         6215      2628
C3         c         5979      1667
C4         c         5903      10792
C5         c         7003      9129
C6         c         7359      6169
C7         c         3035      10265
C8         c         2477      8357
C9         c         8901      5659
C10        c         2018      7432
C11        c         6459      4331
C12        c         6568      9319
C13        c         10405     9919
C14        c         3609      8608
C15        c         340       4375
C16        c         3698      488
C17        c         262       2157
C18        c         7424      10669
C19        c         10683     3101
C20        c         2521      7989
C21        c         6439      5886
C22        c         1959      2078
C23        c         4489      3706
C24        c         6544      6799
C25        c         6138      9091
C26        c         9866      7990
C27        c         7547      7038
C28        c         6093      9452
C29        c         10297     9124
C30        c         9400      783
C31        c         706       5638
C32        c         1993      6695
C33        c         2164      6018
C34        c         5800      51
C35        c         2091      10468
C36        c         6427      8684
C37        c         7764      1502
C38        c         4687      2561
C39        c         3873      9138
C40        c         9037      4373
C41        c         1220      503
C42        c         4339      3374
C43        c         8366      2691
C44        c         7045      1295
C45        c         2618      7824
C46        c         9588      9361
C47        c         6230      2466
C48        c         2710      3677
C49        c         3922      5295
C50        c         10741     4142
C51        c         9061      160
C52        c         8172      5181
C53        c         9724      9328
C54        c         5216      2564
C55        c         4171      5194
C56        c         6412      8438
C57        c         2721      4040
C58        c         7111      1367
C59        c         4759      729
C60        c         9673      3760
C61        c         4826      6306
C62        c         964       9086
C63        c         2569      1153
C64        c         6848      8556
C65        c         6833      5453
C66        c         1890      5142
C67        c         5415      4594
C68        c         6237      10232
C69        c         4717      5820
C70        c         6993      165
C71        c         7641      3602
C72        c         3283      2108
C73        c         3266      7413
C74        c         10093     2584
C75        c         3301      1545
C76        c         152       975
C77        c         6263      35
C78        c         4400      70
C79        c         8811      9019
C80        c         639       3667
C81        c         5383      8060
C82        c         4732      83
C83        c         8250      2674
C84        c         7029      1573
C85        c         1032      6379
C86        c         4778      8278
C87        c         5273      7041
C88        c         1660      174
C89        c         599       4047
C90        c         7046      475
C91        c         9607      6090
C92        c         4891      8749
C93        c         1626      2346
C94        c         10080     8257
C95        c         10084     1177
C96        c         707       3026
C97        c         10644     10323
C98        c         3765      829
C99        c         1398      6863
C100       c         3116      10388
C101       c         1773      10581
C102       c         6644      10878
C103       c         9797      7520
C104       c         10318     4180
C105       c         7888      5238
C106       c         5273      3087
C107       c         7958      5805
C108       c         3921      7640
C109       c         1963      10984
C110       c         429       8424
C111       c         2484      8995
C112       c         9605      7169
C113       c         6042      4859
C114       c         7100      844
C115       c         1426      8881
C116       c         5530      309
C117       c         3468      3569
C118       c         1205      6773
C119       c         675       9302
C120       c         3354      3582
C121       c         116       6921
C122       c         3854      532
C123       c         3442      3689
C124       c         6970      9657
C125       c         745       8565
C126       c         3254      1409
C127       c         3610      9632
C128       c         4580      4776
C129       c         2119      1459
C130       c         4321      8657
C131       c         2408      1474
C132       c         696       9952
C133       c         8228      9200
C134       c         1160      9138
C135       c         644       6908
C136       c         5630      7588
C137       c         1388      672
C138       c         3486      8521
C139       c         883       3767
C140       c         9926      3720
C141       c         8494      5880
C142       c         5139      1957
C143       c         8568      3736
C144       c         3809      4279
C145       c         2844      6020
C146       c         8165      3394
C147       c         9150      175
C148       c         4501      10150
C149       c         1519      3201
C150       c         210       2447
C151       c         10175     6649
C152       c         6173      2318
C153       c         7696      6013
C154       c         8104      2832
C155       c         5073      551
C156       c         4910      8806
C157       c         7616      9129
C158       c         6445      7573
C159       c         1660      3285
C160       c         395       1558
C161       c         7465      8382
C162       c         1839      785
C163       c         4429      11
C164       c         7993      3413
C165       c         6459      477
C166       c         4909      7539
C167       c         7942      4863
C168       c         2628      4180
C169       c         9384      5565
C170       c         1492      6144
C171       c         9539      112
C172       c         3665      10265
C173       c         7176      9385
C174       c         9379      7895
C175       c         10231     10972
C176       c         6602      1710
C177       c         8654      5720
C178       c         3399      9388
C179       c         3293      7564
C180       c         10149     1471
C181       c         7753      1036
C182       c         2584      5086
C183       c         4655      9675
C184       c         10413     6727
C185       c         1916      10131
C186       c         3210      2129
C187       c         7083      10011
C188       c         3167      2203
C189       c         10822     4128
C190       c         7925      7861
C191       c         6824      8056
C192       c         8926      8045
C193       c         4203      923
C194       c         214       9293
C195       c         9293      8674
C196       c         6640      2802
C197       c         5761      10829
C198       c         4644      1825
C199       c         227       9167

TRUCKCAPACITY /25/
DEPOTCAPACITY /83/
DEPOTFIXCOST /918/
