StringID  Type       x         y
D0         d         392       85
D1         d         2750      486
D2         d         217       2382
C0         c         3503      2105
C1         c         2983      2350
C2         c         2008      2860
C3         c         3751      36
C4         c         341       855
C5         c         1439      910
C6         c         1343      1442
C7         c         299       298
C8         c         556       724
C9         c         1567      2377
C10        c         2810      238
C11        c         846       421
C12        c         3176      1977
C13        c         1483      3541
C14        c         2021      3069
C15        c         1038      607
C16        c         1709      51
C17        c         2330      589
C18        c         817       2014
C19        c         1693      3107
C20        c         375       597
C21        c         3639      3631
C22        c         2882      2564
C23        c         3006      354
C24        c         179       2452
C25        c         2400      1502
C26        c         3216      584
C27        c         2795      2257
C28        c         3332      1482
C29        c         2154      2337

TRUCKCAPACITY /10/
DEPOTCAPACITY /27/
DEPOTFIXCOST /140/
