StringID  Type       x         y
D0         d         2657      1507
D1         d         2449      3512
D2         d         1634      2487
D3         d         746       3561
C0         c         438       3456
C1         c         2654      159
C2         c         1023      2535
C3         c         1666      459
C4         c         1589      3414
C5         c         2056      579
C6         c         1480      3689
C7         c         1449      179
C8         c         3431      2375
C9         c         1218      271
C10        c         2496      3218
C11        c         3804      108
C12        c         3528      29
C13        c         720       3151
C14        c         3165      1919
C15        c         1194      3366
C16        c         1258      3558
C17        c         2925      3670
C18        c         1387      3725
C19        c         1080      1813
C20        c         338       3600
C21        c         1288      3481
C22        c         169       3263
C23        c         158       3152
C24        c         2137      177
C25        c         3842      3122
C26        c         2410      1051
C27        c         168       275
C28        c         1772      1154
C29        c         2866      1501
C30        c         2774      2477
C31        c         2646      2718
C32        c         844       1278
C33        c         257       1310
C34        c         2822      2723
C35        c         1532      2196
C36        c         3727      3912
C37        c         3535      2233
C38        c         1388      1167
C39        c         1347      2717
C40        c         3422      3490
C41        c         1100      1016
C42        c         3593      968
C43        c         1223      1380
C44        c         1109      3607
C45        c         1823      105
C46        c         3412      1962
C47        c         503       2681
C48        c         198       275
C49        c         3875      2366

TRUCKCAPACITY /10/
DEPOTCAPACITY /30/
DEPOTFIXCOST /134/
