StringID  Type       x         y
D0         d         3433      1299
D1         d         3968      424
D2         d         2004      3220
D3         d         252       3706
D4         d         3025      139
C0         c         5008      665
C1         c         36        7354
C2         c         5569      6403
C3         c         40        3622
C4         c         3414      6136
C5         c         5231      807
C6         c         792       939
C7         c         2729      7099
C8         c         7127      6462
C9         c         4807      5151
C10        c         4781      1517
C11        c         864       5537
C12        c         1159      3210
C13        c         4435      1968
C14        c         7392      809
C15        c         686       6965
C16        c         6096      2332
C17        c         206       4134
C18        c         5446      4898
C19        c         1480      6487
C20        c         913       3547
C21        c         264       1684
C22        c         806       6783
C23        c         6456      4334
C24        c         2461      464
C25        c         7012      338
C26        c         4604      1357
C27        c         1883      1888
C28        c         1080      1705
C29        c         856       633
C30        c         4601      2939
C31        c         5857      282
C32        c         158       311
C33        c         1776      617
C34        c         6785      7005
C35        c         849       6670
C36        c         3452      3056
C37        c         3403      2116
C38        c         6828      1066
C39        c         6018      6704
C40        c         5492      878
C41        c         284       4721
C42        c         1477      1150
C43        c         35        5624
C44        c         4509      3822
C45        c         7466      282
C46        c         4558      1753
C47        c         2100      1251
C48        c         7169      722
C49        c         5329      2734
C50        c         7162      2077
C51        c         4490      6642
C52        c         2590      3872
C53        c         5759      4191
C54        c         7474      7188
C55        c         335       2090
C56        c         6501      4096
C57        c         7224      3237
C58        c         6289      3560
C59        c         1152      274
C60        c         7102      65
C61        c         3603      441
C62        c         488       6825
C63        c         4205      6968
C64        c         1538      5589
C65        c         3258      1563
C66        c         3642      4555
C67        c         3900      172
C68        c         2175      1105
C69        c         5614      4364
C70        c         576       1445
C71        c         2151      6531
C72        c         6519      2414
C73        c         7424      2325
C74        c         743       499
C75        c         5433      5206
C76        c         7073      3467
C77        c         4441      127
C78        c         2509      6740
C79        c         1877      192
C80        c         679       7208
C81        c         755       7128
C82        c         968       717
C83        c         303       7140
C84        c         935       2668
C85        c         4318      6772
C86        c         4959      6213
C87        c         1681      228
C88        c         5043      5024
C89        c         4540      2282
C90        c         4943      5383
C91        c         5400      363
C92        c         3664      5554
C93        c         7237      6547
C94        c         1799      2371
C95        c         692       5156
C96        c         7674      6580
C97        c         1988      6414
C98        c         3884      397
C99        c         1067      3905
C100       c         159       6746
C101       c         6296      5823
C102       c         6678      6492
C103       c         6551      1269
C104       c         2591      3199
C105       c         3764      3915
C106       c         2129      3468
C107       c         3811      5114
C108       c         723       5024
C109       c         2591      7453
C110       c         2334      6877
C111       c         4690      4620
C112       c         5123      2655
C113       c         3445      229
C114       c         6895      2673
C115       c         248       6763
C116       c         2158      6913
C117       c         100       2068
C118       c         3054      6738
C119       c         3391      3677
C120       c         2246      1521
C121       c         3632      3937
C122       c         6262      1514
C123       c         5475      3498
C124       c         4656      4155
C125       c         3631      2375
C126       c         408       2697
C127       c         4598      1822
C128       c         1225      5650
C129       c         4173      2692
C130       c         920       995
C131       c         5725      5899
C132       c         540       2379
C133       c         393       1691
C134       c         6766      655
C135       c         2386      453
C136       c         429       4063
C137       c         4215      1107
C138       c         2117      1161
C139       c         352       7204
C140       c         5489      2669
C141       c         7612      6199
C142       c         7679      6065
C143       c         2922      4613
C144       c         1620      1718
C145       c         4757      2836
C146       c         1455      5194
C147       c         804       3785
C148       c         2738      5151
C149       c         5969      3198
C150       c         4894      3451
C151       c         4503      980
C152       c         3806      6706
C153       c         6610      3914
C154       c         5191      4562
C155       c         3490      271
C156       c         1438      5917
C157       c         5136      3093
C158       c         4570      2492
C159       c         2676      4967
C160       c         4268      6193
C161       c         3222      5564
C162       c         4541      6158
C163       c         5651      6476
C164       c         3895      2148
C165       c         5378      1506
C166       c         390       127
C167       c         5080      6451
C168       c         4192      4816
C169       c         3721      7534
C170       c         5890      1067
C171       c         5360      532
C172       c         3517      6963
C173       c         1649      4362
C174       c         4274      7186
C175       c         3293      7149
C176       c         986       621
C177       c         661       1957
C178       c         585       918
C179       c         2035      1085
C180       c         5299      4356
C181       c         1509      6897
C182       c         6959      1281
C183       c         3547      1161
C184       c         4155      7075
C185       c         6884      3046
C186       c         1792      3581
C187       c         4115      5339
C188       c         5848      2454
C189       c         5672      1854
C190       c         6158      1051
C191       c         6252      4670
C192       c         3045      2896
C193       c         5341      2550
C194       c         475       844
C195       c         907       1347
C196       c         5678      1766
C197       c         834       6611
C198       c         7584      619
C199       c         7529      1663

TRUCKCAPACITY /25/
DEPOTCAPACITY /91/
DEPOTFIXCOST /729/
