StringID  Type       x         y
D0         d         589       3219
D1         d         4228      2072
D2         d         24        4369
C0         c         935       2068
C1         c         1588      7626
C2         c         6292      327
C3         c         1774      7144
C4         c         5529      853
C5         c         5542      5207
C6         c         709       6054
C7         c         7544      6103
C8         c         1960      7190
C9         c         283       2896
C10        c         7258      5614
C11        c         1544      101
C12        c         6079      4372
C13        c         3807      1099
C14        c         7432      1918
C15        c         1799      1756
C16        c         6269      4844
C17        c         5013      487
C18        c         378       5847
C19        c         368       3787
C20        c         5048      6820
C21        c         178       5700
C22        c         6606      5150
C23        c         5969      4228
C24        c         248       4131
C25        c         4862      6022
C26        c         22        413
C27        c         2637      6047
C28        c         504       5301
C29        c         3351      3158

TRUCKCAPACITY /10/
DEPOTCAPACITY /26/
DEPOTFIXCOST /450/
