StringID  Type       x         y
D0         d         2372      10689
D1         d         2631      2632
D2         d         2412      10330
C0         c         7224      6187
C1         c         2385      3089
C2         c         1717      4101
C3         c         3510      5859
C4         c         8146      1428
C5         c         6481      112
C6         c         9463      2463
C7         c         9549      4496
C8         c         9962      1581
C9         c         4301      6609
C10        c         2246      8038
C11        c         7386      2759
C12        c         10020     8760
C13        c         9135      579
C14        c         9487      2029
C15        c         10482     3136
C16        c         3540      6770
C17        c         5990      7105
C18        c         9361      7387
C19        c         7831      2998
C20        c         5189      7102
C21        c         382       2705
C22        c         9993      1557
C23        c         10598     10076
C24        c         3822      712
C25        c         6894      9390
C26        c         7199      6994
C27        c         8080      6326
C28        c         1151      2834
C29        c         6929      6974
C30        c         8334      10478
C31        c         1001      5987
C32        c         7456      795
C33        c         1157      1628
C34        c         9695      8912
C35        c         10132     5186
C36        c         3226      7475
C37        c         8231      1615
C38        c         6558      1436
C39        c         6613      3250

TRUCKCAPACITY /10/
DEPOTCAPACITY /27/
DEPOTFIXCOST /663/
