StringID  Type       x         y
D0         d         2556      192
D1         d         3446      1308
D2         d         1927      6010
D3         d         3944      189
D4         d         8087      106
C0         c         10603     285
C1         c         2010      8327
C2         c         1884      957
C3         c         8008      3622
C4         c         1811      9077
C5         c         5918      372
C6         c         3511      8997
C7         c         4739      10079
C8         c         1403      432
C9         c         8410      9322
C10        c         368       6670
C11        c         8170      7512
C12        c         6173      2489
C13        c         4859      6552
C14        c         3597      1706
C15        c         1562      5930
C16        c         4472      5372
C17        c         10694     8026
C18        c         1188      4689
C19        c         6092      930
C20        c         1069      1573
C21        c         5816      7421
C22        c         98        2184
C23        c         10949     3697
C24        c         9586      9807
C25        c         5071      9108
C26        c         375       8405
C27        c         2303      2275
C28        c         339       3054
C29        c         318       10687
C30        c         3320      2076
C31        c         589       10760
C32        c         10028     6142
C33        c         6797      2702
C34        c         4572      8989
C35        c         9443      4838
C36        c         9080      10673
C37        c         1222      2682
C38        c         9768      2588
C39        c         7332      2557
C40        c         8997      3805
C41        c         10969     7117
C42        c         3515      6415
C43        c         2058      6898
C44        c         4117      1131
C45        c         3737      2309
C46        c         5546      2660
C47        c         9746      8364
C48        c         10391     6657
C49        c         7853      854
C50        c         5277      8864
C51        c         7997      122
C52        c         4564      10801
C53        c         10592     5445
C54        c         3687      7753
C55        c         9448      707
C56        c         2986      1400
C57        c         8514      9781
C58        c         9682      8741
C59        c         2740      820
C60        c         10381     2904
C61        c         3364      4261
C62        c         4018      7952
C63        c         1271      4070
C64        c         7377      9430
C65        c         4912      6616
C66        c         10085     3618
C67        c         1961      4885
C68        c         6241      8293
C69        c         1806      9331
C70        c         9410      7823
C71        c         10824     4682
C72        c         3299      9713
C73        c         7000      8171
C74        c         10318     5485
C75        c         9925      8274
C76        c         9394      3165
C77        c         2407      2485
C78        c         6024      4746
C79        c         517       4925
C80        c         10963     3726
C81        c         3980      8764
C82        c         6095      6691
C83        c         2280      5719
C84        c         8224      7005
C85        c         3560      3375
C86        c         2494      8238
C87        c         4493      10579
C88        c         6912      1313
C89        c         10308     0
C90        c         10639     889
C91        c         6693      10979
C92        c         9884      4762
C93        c         10354     102
C94        c         10165     5896
C95        c         963       7769
C96        c         5820      10256
C97        c         5881      2483
C98        c         4944      2819
C99        c         8402      1010
C100       c         1320      9938
C101       c         5438      4783
C102       c         4813      6342
C103       c         4759      4981
C104       c         8423      1287
C105       c         4742      10691
C106       c         6707      3720
C107       c         8859      1984
C108       c         7204      9688
C109       c         8116      6871
C110       c         6352      5164
C111       c         5435      10235
C112       c         6780      4643
C113       c         5329      597
C114       c         9354      2339
C115       c         8743      931
C116       c         6497      6610
C117       c         2143      5099
C118       c         7318      4239
C119       c         4126      7801
C120       c         9666      634
C121       c         4653      7005
C122       c         7900      3881
C123       c         10440     9056
C124       c         3473      6917
C125       c         4191      5961
C126       c         9041      837
C127       c         6651      443
C128       c         3372      4033
C129       c         2619      337
C130       c         3052      8185
C131       c         2223      6381
C132       c         8420      7455
C133       c         4268      1348
C134       c         3969      7169
C135       c         5602      7902
C136       c         10097     10108
C137       c         6818      6341
C138       c         4834      6806
C139       c         4493      5756
C140       c         9899      5643
C141       c         961       9411
C142       c         2000      5803
C143       c         7140      304
C144       c         4282      2249
C145       c         2702      5575
C146       c         4614      5358
C147       c         9266      7813
C148       c         10680     9423
C149       c         6453      8890
C150       c         1343      2437
C151       c         930       5709
C152       c         5170      6372
C153       c         2598      9812
C154       c         739       10062
C155       c         5576      10668
C156       c         691       2504
C157       c         6162      2438
C158       c         4310      3549
C159       c         9166      10523
C160       c         3665      2098
C161       c         4883      4593
C162       c         2393      4691
C163       c         6263      7942
C164       c         3029      8612
C165       c         7298      5260
C166       c         9255      2945
C167       c         2896      2206
C168       c         10199     8074
C169       c         10239     3634
C170       c         1393      4049
C171       c         6681      10167
C172       c         2448      3126
C173       c         10188     9897
C174       c         4827      3397
C175       c         4193      291
C176       c         4062      4838
C177       c         2818      3309
C178       c         8588      9382
C179       c         1879      10038
C180       c         4452      9636
C181       c         682       7403
C182       c         6369      3663
C183       c         2714      328
C184       c         3727      9845
C185       c         9341      2662
C186       c         4115      5463
C187       c         74        2886
C188       c         5466      580
C189       c         9478      8053
C190       c         5485      7730
C191       c         4492      5593
C192       c         4715      10172
C193       c         5586      3051
C194       c         5871      4697
C195       c         4978      7861
C196       c         9324      5025
C197       c         6911      6366
C198       c         6894      2693
C199       c         2105      3571

TRUCKCAPACITY /25/
DEPOTCAPACITY /95/
DEPOTFIXCOST /941/
