StringID  Type       x         y
D0         d         433       3752
D1         d         1983      1748
D2         d         1019      2851
C0         c         1702      3418
C1         c         3441      293
C2         c         1135      2932
C3         c         206       3889
C4         c         2660      2732
C5         c         3617      3591
C6         c         2033      2767
C7         c         3475      3902
C8         c         2278      769
C9         c         1194      2068
C10        c         505       2191
C11        c         1836      66
C12        c         3178      2950
C13        c         3016      20
C14        c         3307      2595
C15        c         3666      2103
C16        c         1344      458
C17        c         3661      3955
C18        c         355       2234
C19        c         2670      3291
C20        c         972       320
C21        c         3806      3490
C22        c         334       2444
C23        c         2656      1553
C24        c         3333      513
C25        c         2612      2647
C26        c         2351      1937
C27        c         2619      192
C28        c         3352      232
C29        c         1212      936

TRUCKCAPACITY /10/
DEPOTCAPACITY /35/
DEPOTFIXCOST /143/
