StringID  Type       x         y
D0         d         4095      1512
D1         d         4610      742
D2         d         1682      693
C0         c         67        6503
C1         c         3970      3019
C2         c         6036      766
C3         c         2146      1405
C4         c         1480      1470
C5         c         2631      3740
C6         c         64        2074
C7         c         44        1352
C8         c         2410      596
C9         c         661       4101
C10        c         3976      568
C11        c         2163      274
C12        c         6323      1801
C13        c         1352      6646
C14        c         3103      444
C15        c         1163      4443
C16        c         2208      7012
C17        c         3662      287
C18        c         2669      4078
C19        c         6430      5289
C20        c         2085      3854
C21        c         5419      2937
C22        c         2831      377
C23        c         4265      6659
C24        c         6822      5205
C25        c         2421      3262
C26        c         6997      7405
C27        c         5628      5496
C28        c         127       4266
C29        c         1881      4844
C30        c         962       7487
C31        c         4285      3222
C32        c         4477      4387
C33        c         6676      6854
C34        c         6287      5188
C35        c         2021      7412
C36        c         7010      250
C37        c         4218      7251
C38        c         2089      3385
C39        c         66        1192

TRUCKCAPACITY /10/
DEPOTCAPACITY /29/
DEPOTFIXCOST /424/
