StringID  Type       x         y
D0         d         4134      5145
D1         d         1973      10274
D2         d         689       1105
D3         d         6733      9880
D4         d         8673      7295
C0         c         6162      1452
C1         c         7960      2077
C2         c         3640      2856
C3         c         10469     749
C4         c         9619      2379
C5         c         6490      5307
C6         c         7754      742
C7         c         5348      6614
C8         c         36        7865
C9         c         7139      3817
C10        c         848       3182
C11        c         3179      1885
C12        c         1849      9795
C13        c         865       2722
C14        c         6498      5742
C15        c         7226      5237
C16        c         7470      8012
C17        c         3321      10164
C18        c         2075      8387
C19        c         2287      1464
C20        c         5056      2825
C21        c         9456      6634
C22        c         6844      4421
C23        c         7307      2233
C24        c         4537      4012
C25        c         2306      7779
C26        c         3770      7222
C27        c         6868      1178
C28        c         8512      9986
C29        c         2863      465
C30        c         2571      4543
C31        c         762       10079
C32        c         2463      2061
C33        c         10977     1851
C34        c         1565      4203
C35        c         9442      10681
C36        c         10612     8578
C37        c         8888      2715
C38        c         4607      7810
C39        c         485       10068
C40        c         7720      9524
C41        c         8158      3809
C42        c         3053      9184
C43        c         538       1369
C44        c         3051      9311
C45        c         7787      9982
C46        c         201       9267
C47        c         8432      5092
C48        c         5518      2502
C49        c         4410      8730
C50        c         1205      1672
C51        c         5557      4791
C52        c         6071      1173
C53        c         2601      6903
C54        c         1945      5855
C55        c         8938      8054
C56        c         6040      9760
C57        c         1197      5052
C58        c         9603      6314
C59        c         1565      1361
C60        c         7945      4682
C61        c         324       9331
C62        c         6946      5890
C63        c         5357      7341
C64        c         6402      4455
C65        c         6682      4426
C66        c         2171      4762
C67        c         8457      5675
C68        c         913       4130
C69        c         5461      6422
C70        c         2076      7402
C71        c         2386      8848
C72        c         4346      10063
C73        c         6584      9755
C74        c         4100      9998
C75        c         5524      1083
C76        c         8674      2227
C77        c         2587      5205
C78        c         10912     5524
C79        c         10161     2146
C80        c         3043      1487
C81        c         1514      1275
C82        c         8647      10738
C83        c         2238      2773
C84        c         1547      6650
C85        c         3754      5671
C86        c         10760     3597
C87        c         4588      3201
C88        c         4181      2763
C89        c         10831     1271
C90        c         2534      2914
C91        c         7728      1950
C92        c         10574     6754
C93        c         9272      175
C94        c         2515      882
C95        c         8204      8618
C96        c         833       7384
C97        c         10977     7020
C98        c         4434      9462
C99        c         3732      8548
C100       c         540       6451
C101       c         585       4690
C102       c         3531      647
C103       c         6505      5585
C104       c         3785      635
C105       c         5570      1200
C106       c         1211      3648
C107       c         2530      5707
C108       c         4446      10056
C109       c         9427      2983
C110       c         7714      10738
C111       c         6582      3125
C112       c         2093      1145
C113       c         7265      3742
C114       c         9107      5399
C115       c         7507      3721
C116       c         8693      398
C117       c         3249      10161
C118       c         1311      7896
C119       c         9138      9266
C120       c         9791      4135
C121       c         9552      5709
C122       c         9978      2775
C123       c         6248      5050
C124       c         10785     2139
C125       c         7988      6549
C126       c         10317     2701
C127       c         894       7060
C128       c         6070      3754
C129       c         920       1000
C130       c         786       6613
C131       c         7634      3267
C132       c         1660      4875
C133       c         3324      1937
C134       c         6259      5751
C135       c         2684      8530
C136       c         3293      703
C137       c         2882      6142
C138       c         7764      4775
C139       c         2170      3770
C140       c         3247      4228
C141       c         4010      362
C142       c         8604      3212
C143       c         8245      9607
C144       c         8941      2107
C145       c         7375      4691
C146       c         3672      3697
C147       c         9386      723
C148       c         6331      1947
C149       c         7808      10749
C150       c         1080      686
C151       c         9850      9921
C152       c         6550      8764
C153       c         3552      485
C154       c         9272      6960
C155       c         5858      7379
C156       c         7417      3228
C157       c         1671      1390
C158       c         2008      9309
C159       c         1939      1205
C160       c         4273      2853
C161       c         3182      4887
C162       c         508       1377
C163       c         5843      1648
C164       c         2522      5124
C165       c         7287      7963
C166       c         2861      2308
C167       c         8611      9544
C168       c         5743      1652
C169       c         1906      3895
C170       c         9750      170
C171       c         10375     10950
C172       c         1806      6025
C173       c         10265     704
C174       c         4432      10866
C175       c         9320      6319
C176       c         3634      318
C177       c         3477      9531
C178       c         9814      8447
C179       c         1285      2091
C180       c         439       3904
C181       c         7767      3891
C182       c         10394     2753
C183       c         10142     5223
C184       c         5754      5224
C185       c         4176      5407
C186       c         6062      149
C187       c         9216      43
C188       c         5623      6725
C189       c         905       6785
C190       c         9396      1353
C191       c         2932      6204
C192       c         5216      8815
C193       c         6284      10512
C194       c         7727      4065
C195       c         10264     9660
C196       c         6756      8229
C197       c         10536     5182
C198       c         1855      8294
C199       c         3124      5877
C200       c         8390      480
C201       c         410       691
C202       c         9545      4705
C203       c         5686      4545
C204       c         2234      8878
C205       c         4127      1520
C206       c         2661      540
C207       c         9359      5605
C208       c         3908      8105
C209       c         3514      6589
C210       c         6622      4921
C211       c         3763      682
C212       c         3073      4029
C213       c         9844      2428
C214       c         2429      7265
C215       c         8509      379
C216       c         1619      9709
C217       c         6847      2595
C218       c         10918     4478
C219       c         3057      1297
C220       c         4705      3254
C221       c         586       6438
C222       c         4370      9330
C223       c         384       9826
C224       c         2293      8930
C225       c         3433      3394
C226       c         9723      8838
C227       c         6576      6349
C228       c         1148      8678
C229       c         6218      3628
C230       c         6147      3067
C231       c         3449      160
C232       c         2874      10573
C233       c         1776      8608
C234       c         4142      5173
C235       c         4568      235
C236       c         1259      1068
C237       c         9523      5938
C238       c         4675      10922
C239       c         2296      3426
C240       c         115       9715
C241       c         8887      1505
C242       c         1031      6472
C243       c         10693     5038
C244       c         9439      5234
C245       c         4377      2118
C246       c         10282     2468
C247       c         8367      6445
C248       c         5210      490
C249       c         1141      1090
C250       c         7023      4860
C251       c         1501      2246
C252       c         9585      519
C253       c         299       1133
C254       c         7504      3118
C255       c         7887      4758
C256       c         4815      7101
C257       c         5381      8136
C258       c         10393     3775
C259       c         7147      8453
C260       c         329       7272
C261       c         3858      7948
C262       c         2720      5069
C263       c         10425     409
C264       c         8915      7626
C265       c         4006      1576
C266       c         7147      5676
C267       c         7102      8546
C268       c         762       9025
C269       c         2160      471
C270       c         7170      9317
C271       c         9685      893
C272       c         10224     6943
C273       c         5538      4375
C274       c         4665      10066
C275       c         9401      7785
C276       c         9131      5280
C277       c         9085      5035
C278       c         7127      3300
C279       c         7981      7093
C280       c         438       4295
C281       c         3786      4779
C282       c         5178      2126
C283       c         1588      10608
C284       c         8566      10913
C285       c         5474      7343
C286       c         1456      1983
C287       c         10953     999
C288       c         6406      2080
C289       c         5336      10487
C290       c         8015      5267
C291       c         8193      6019
C292       c         2316      9962
C293       c         7601      5710
C294       c         5711      4427
C295       c         8972      9489
C296       c         6922      4560
C297       c         10251     1978
C298       c         4322      3776
C299       c         8215      928

TRUCKCAPACITY /25/
DEPOTCAPACITY /172/
DEPOTFIXCOST /974/
