StringID  Type       x         y
D0         d         4380      961
D1         d         10019     6694
D2         d         6564      1104
D3         d         258       2439
C0         c         4932      4501
C1         c         6236      6802
C2         c         3961      4863
C3         c         10400     3347
C4         c         6267      6633
C5         c         2336      1447
C6         c         894       9436
C7         c         10340     892
C8         c         103       352
C9         c         5575      998
C10        c         1155      8755
C11        c         9166      9019
C12        c         2853      2056
C13        c         10471     8753
C14        c         838       8027
C15        c         1414      10070
C16        c         10226     1420
C17        c         9894      10352
C18        c         8880      5642
C19        c         2694      6159
C20        c         5554      1043
C21        c         4185      744
C22        c         10623     4185
C23        c         211       10035
C24        c         10821     7743
C25        c         8281      4015
C26        c         6386      2388
C27        c         7592      6116
C28        c         4637      3399
C29        c         5568      9553
C30        c         6617      1948
C31        c         666       4543
C32        c         2538      9973
C33        c         5816      302
C34        c         1186      7901
C35        c         3413      10871
C36        c         6310      4169
C37        c         6525      6649
C38        c         6501      328
C39        c         10165     10384
C40        c         4249      10557
C41        c         6366      10643
C42        c         385       8458
C43        c         2286      1444
C44        c         4749      4046
C45        c         5176      9462
C46        c         8524      3258
C47        c         10797     10698
C48        c         2147      10745
C49        c         5675      4362

X DEPOTCAPACITY /26/
DEPOTFIXCOST /602/
TRUCKCAPACITY /10/
