StringID  Type       x         y
D0         d         7916      514
D1         d         3591      3615
D2         d         2694      7101
D3         d         5951      4086
D4         d         4090      4929
C0         c         2645      10010
C1         c         9444      1424
C2         c         3315      3032
C3         c         8670      8587
C4         c         4212      9675
C5         c         9732      10026
C6         c         2325      10914
C7         c         9989      10017
C8         c         2979      7911
C9         c         9500      7085
C10        c         222       2380
C11        c         9463      1136
C12        c         5405      5954
C13        c         8296      3201
C14        c         9154      3906
C15        c         8803      1680
C16        c         2959      5175
C17        c         10503     5568
C18        c         1737      7827
C19        c         9480      590
C20        c         9379      3465
C21        c         892       3553
C22        c         7470      8683
C23        c         8597      8010
C24        c         9568      9021
C25        c         4799      3294
C26        c         259       1977
C27        c         5154      5329
C28        c         4576      10989
C29        c         7721      9309
C30        c         3715      7178
C31        c         5732      5372
C32        c         1921      1910
C33        c         3084      2683
C34        c         9103      9597
C35        c         5029      9703
C36        c         2532      555
C37        c         5240      8092
C38        c         834       1885
C39        c         194       2796
C40        c         10961     5792
C41        c         8055      1565
C42        c         2677      10410
C43        c         1323      2742
C44        c         8745      5384
C45        c         6098      9554
C46        c         2835      4031
C47        c         10222     9542
C48        c         4418      4280
C49        c         5186      1960
C50        c         7422      3117
C51        c         6789      9937
C52        c         5694      8601
C53        c         8464      10397
C54        c         7656      9600
C55        c         339       10423
C56        c         10509     6665
C57        c         1677      8562
C58        c         7602      3413
C59        c         3811      5582
C60        c         10782     7019
C61        c         1515      4776
C62        c         257       10194
C63        c         5282      8981
C64        c         1962      3563
C65        c         7162      7072
C66        c         3940      9693
C67        c         3967      8626
C68        c         4818      475
C69        c         908       4089
C70        c         1184      668
C71        c         2562      4197
C72        c         8956      7993
C73        c         5961      4358
C74        c         6708      3164
C75        c         7426      5314
C76        c         954       9990
C77        c         9340      2918
C78        c         3501      1457
C79        c         5493      10506
C80        c         3834      488
C81        c         4484      6794
C82        c         7523      10229
C83        c         7509      2898
C84        c         5015      2265
C85        c         10340     10739
C86        c         515       1833
C87        c         10893     2443
C88        c         3278      3646
C89        c         2555      7969
C90        c         4515      3597
C91        c         6016      5425
C92        c         9754      6841
C93        c         5133      6869
C94        c         10936     1446
C95        c         4106      189
C96        c         6169      4768
C97        c         8744      7775
C98        c         7579      10763
C99        c         6093      2139
C100       c         8325      5972
C101       c         5040      4249
C102       c         5751      10903
C103       c         6637      2748
C104       c         9612      8410
C105       c         227       1514
C106       c         8549      2250
C107       c         5092      10196
C108       c         10536     10101
C109       c         3501      4620
C110       c         1473      4384
C111       c         4175      8429
C112       c         1567      2562
C113       c         4118      375
C114       c         7523      328
C115       c         9904      6218
C116       c         2484      1114
C117       c         1479      8467
C118       c         8078      7750
C119       c         4530      3021
C120       c         8716      1820
C121       c         2097      6754
C122       c         6420      258
C123       c         8744      3163
C124       c         5651      8744
C125       c         1478      1571
C126       c         800       8094
C127       c         9190      1346
C128       c         1789      477
C129       c         1205      3825
C130       c         1387      3396
C131       c         6861      4338
C132       c         4925      8892
C133       c         10482     9882
C134       c         992       8614
C135       c         7116      2897
C136       c         10121     5859
C137       c         4708      7625
C138       c         10047     2588
C139       c         10258     2117
C140       c         6075      964
C141       c         1678      9300
C142       c         3454      3698
C143       c         10909     854
C144       c         4058      2875
C145       c         5422      230
C146       c         8211      4967
C147       c         6622      9184
C148       c         8471      4955
C149       c         4457      1622
C150       c         2532      1032
C151       c         6370      3030
C152       c         9976      8193
C153       c         10885     5470
C154       c         1127      7042
