StringID  Type       x         y
D0         d         2064      4122
D1         d         1540      2188
D2         d         7664      5907
D3         d         2451      1987
D4         d         833       284
C0         c         8690      7089
C1         c         3131      5262
C2         c         8623      8526
C3         c         1744      5509
C4         c         8511      2809
C5         c         9271      4837
C6         c         3677      6433
C7         c         7214      7623
C8         c         5293      2541
C9         c         5252      1979
C10        c         5390      3453
C11        c         4958      4960
C12        c         215       7600
C13        c         8344      9523
C14        c         10257     183
C15        c         4982      3765
C16        c         5510      3610
C17        c         1075      1392
C18        c         4984      5385
C19        c         10217     10538
C20        c         6973      2926
C21        c         9482      4379
C22        c         7841      9074
C23        c         5544      4172
C24        c         8084      4316
C25        c         6392      8408
C26        c         9262      5089
C27        c         3540      2488
C28        c         16        272
C29        c         8392      737
C30        c         1013      5150
C31        c         8933      416
C32        c         3874      346
C33        c         8845      4482
C34        c         1753      4081
C35        c         5846      9181
C36        c         4428      1724
C37        c         6979      1867
C38        c         5696      2056
C39        c         8831      4056
C40        c         1479      10223
C41        c         3627      1785
C42        c         6755      717
C43        c         1449      5903
C44        c         5160      9214
C45        c         6210      3309
C46        c         9241      10910
C47        c         7430      1574
C48        c         9574      8721
C49        c         9738      7531
C50        c         5893      1532
C51        c         6063      2260
C52        c         6134      2163
C53        c         10680     268
C54        c         7995      5317
C55        c         8995      6242
C56        c         8695      1181
C57        c         7388      2773
C58        c         8678      8018
C59        c         7215      7887
C60        c         406       1033
C61        c         10469     9718
C62        c         157       8545
C63        c         1264      3679
C64        c         9179      1151
C65        c         8554      4563
C66        c         217       4339
C67        c         10723     8471
C68        c         8658      499
C69        c         7474      3111
C70        c         417       4007
C71        c         4006      4179
C72        c         1419      5941
C73        c         5613      756
C74        c         1462      46
C75        c         1948      8688
C76        c         5362      1168
C77        c         8272      2700
C78        c         1439      10509
C79        c         6653      9346
C80        c         2800      7724
C81        c         9365      1628
C82        c         7311      6087
C83        c         3731      8919
C84        c         112       7821
C85        c         5984      4411
C86        c         9570      3960
C87        c         6790      9882
C88        c         7955      1857
C89        c         8204      7447
C90        c         1235      1915
C91        c         4417      3497
C92        c         9181      6125
C93        c         7300      9088
C94        c         5625      4548
C95        c         1395      6296
C96        c         3397      8289
C97        c         5674      5564
C98        c         3846      9574
C99        c         5951      2116
C100       c         4153      5583
C101       c         3108      10209
C102       c         3990      8759
C103       c         3556      8312
C104       c         4384      3344
C105       c         2570      3046
C106       c         10286     5111
C107       c         5742      5147
C108       c         4022      5007
C109       c         5129      2898
C110       c         1482      10317
C111       c         1179      10192
C112       c         4707      7596
C113       c         1027      2699
C114       c         6494      4818
C115       c         759       3981
C116       c         2748      1770
C117       c         6708      5569
C118       c         3678      9668
C119       c         6704      1837
C120       c         2329      6418
C121       c         8622      1776
C122       c         5366      9644
C123       c         2395      10878
C124       c         5893      1750
C125       c         8679      2473
C126       c         7475      1688
C127       c         5045      10339
C128       c         3009      4158
C129       c         9702      1922
C130       c         7320      2746
C131       c         8490      4307
C132       c         1945      7039
C133       c         2153      9114
C134       c         4490      7167
C135       c         1914      10928
C136       c         4030      159
C137       c         2242      7422
C138       c         4387      3432
C139       c         6735      2801
C140       c         114       3658
C141       c         3765      4950
C142       c         6923      5517
C143       c         5921      2680
C144       c         7664      10160
C145       c         1948      2376
C146       c         6082      573
C147       c         762       10061
C148       c         10801     3804
C149       c         7315      8188
C150       c         9048      10720
C151       c         826       7233
C152       c         4199      9551
C153       c         2812      3487
C154       c         190       5149
C155       c         3243      2204
C156       c         7550      795
C157       c         8012      9185
C158       c         1146      3340
C159       c         2318      800
C160       c         8806      9313
C161       c         2285      4462
C162       c         10703     5661
C163       c         8149      2548
C164       c         7219      83
C165       c         7498      1697
C166       c         6834      6471
C167       c         9895      1810
C168       c         10397     9802
C169       c         6990      7036
C170       c         4310      9914
C171       c         3984      4016
C172       c         7840      7665
C173       c         6245      3825
C174       c         10625     7445
C175       c         8638      2459
C176       c         9421      160
C177       c         2200      9140
C178       c         3564      1121
C179       c         1276      1319
C180       c         4647      7027
C181       c         8582      798
C182       c         5791      548
C183       c         7698      1352
C184       c         10263     560
C185       c         862       3156
C186       c         3675      527
C187       c         3444      10037
C188       c         4705      10996
C189       c         4326      78
C190       c         8998      7032
C191       c         167       1288
C192       c         4268      6383
C193       c         3455      7625
C194       c         8443      1745
C195       c         10655     495
C196       c         8310      7315
C197       c         5646      6678
C198       c         10559     8527
C199       c         10931     8198

TRUCKCAPACITY /25/
DEPOTCAPACITY /52/
DEPOTFIXCOST /834/
