StringID  Type       x         y
D0         d         6346      3867
D1         d         4777      2352
D2         d         6646      3267
D3         d         7277      1260
D4         d         1002      689
C0         c         4491      5663
C1         c         4843      3364
C2         c         6161      1073
C3         c         1039      3306
C4         c         3942      889
C5         c         6817      1841
C6         c         6866      7600
C7         c         1736      1435
C8         c         5952      165
C9         c         2916      5776
C10        c         5187      3379
C11        c         6969      1496
C12        c         4184      112
C13        c         4943      361
C14        c         2155      6440
C15        c         152       7293
C16        c         3228      2954
C17        c         5332      744
C18        c         5698      6432
C19        c         3250      169
C20        c         2352      3845
C21        c         5432      1983
C22        c         4152      82
C23        c         4196      2110
C24        c         6894      4825
C25        c         6932      3233
C26        c         1198      7190
C27        c         4131      7266
C28        c         1761      4194
C29        c         2261      1224
C30        c         7291      4714
C31        c         7285      4609
C32        c         5320      6880
C33        c         7484      7280
C34        c         361       2160
C35        c         3189      2120
C36        c         3482      3574
C37        c         479       2394
C38        c         3766      1774
C39        c         1619      299
C40        c         7676      43
C41        c         4518      6986
C42        c         1427      1229
C43        c         977       5088
C44        c         2252      6509
C45        c         335       1673
C46        c         6568      410
C47        c         5319      354
C48        c         5530      905
C49        c         2539      5220
C50        c         909       4616
C51        c         6560      752
C52        c         4393      3764
C53        c         351       3498
C54        c         5458      620
C55        c         1499      651
C56        c         2034      1029
C57        c         4324      6962
C58        c         6393      3391
C59        c         1675      1915
C60        c         674       3576
C61        c         6535      4691
C62        c         3831      5536
C63        c         3287      5835
C64        c         6295      6893
C65        c         6825      1387
C66        c         5303      4560
C67        c         2683      5064
C68        c         5735      2983
C69        c         4224      6744
C70        c         1814      5556
C71        c         1093      134
C72        c         4697      6094
C73        c         5780      3330
C74        c         232       4438
C75        c         4249      4699
C76        c         5353      5741
C77        c         67        6095
C78        c         1906      6500
C79        c         2029      98
C80        c         3913      1652
C81        c         2878      3117
C82        c         4846      6064
C83        c         3405      6649
C84        c         4059      2359
C85        c         5641      6412
C86        c         1802      7598
C87        c         2777      5955
C88        c         7352      4846
C89        c         4735      3425
C90        c         361       2297
C91        c         3650      1447
C92        c         1068      6451
C93        c         588       6821
C94        c         6176      6607
C95        c         7505      2639
C96        c         2359      4487
C97        c         1905      1875
C98        c         6714      6544
C99        c         6752      6826
C100       c         3597      1485
C101       c         6340      365
C102       c         3637      4931
C103       c         6366      7403
C104       c         6807      4301
C105       c         5229      7416
C106       c         2178      16
C107       c         6095      6792
C108       c         1776      3762
C109       c         3178      1148
C110       c         5641      967
C111       c         3658      3771
C112       c         3561      908
C113       c         267       1413
C114       c         5795      5464
C115       c         2042      1284
C116       c         390       6095
C117       c         375       4388
C118       c         415       7001
C119       c         1438      1957
C120       c         382       723
C121       c         1574      1647
C122       c         1597      644
C123       c         7560      1061
C124       c         1471      1874
C125       c         4964      7420
C126       c         1590      5685
C127       c         6689      1998
C128       c         3304      5613
C129       c         6101      874
C130       c         3122      5360
C131       c         6756      1071
C132       c         4301      5543
C133       c         5355      6617
C134       c         1616      1753
C135       c         1631      410
C136       c         1782      6248
C137       c         3953      109
C138       c         6818      571
C139       c         2997      7079
C140       c         5920      1915
C141       c         5636      4558
C142       c         5550      3586
C143       c         3103      7087
C144       c         5051      1040
C145       c         916       2475
C146       c         2798      576
C147       c         1510      1874
C148       c         5226      955
C149       c         6632      7475
C150       c         1873      7340
C151       c         1130      241
C152       c         134       2804
C153       c         23        4506
C154       c         6072      5918
C155       c         6302      3125
C156       c         5020      7061
C157       c         2832      5274
C158       c         4985      2068
C159       c         1929      4231
C160       c         6122      1375
C161       c         5139      3311
C162       c         7392      817
C163       c         711       5525
C164       c         2790      117
C165       c         6966      1242
C166       c         425       5048
C167       c         2823      6611
C168       c         7095      5599
C169       c         481       3743
C170       c         1415      789
C171       c         1675      6392
C172       c         6074      520
C173       c         4433      5895
C174       c         1696      341
C175       c         1962      5245
C176       c         5886      7488
C177       c         6425      7647
C178       c         5134      3497
C179       c         4433      5665
C180       c         200       3132
C181       c         5532      5751
C182       c         7264      6375
C183       c         4989      5736
C184       c         1552      3217
C185       c         6804      3620
C186       c         1559      3593
C187       c         1475      4887
C188       c         514       1852
C189       c         7055      190
C190       c         42        1196
C191       c         5065      3002
C192       c         3198      5405
C193       c         4717      1315
C194       c         4226      7569
C195       c         4554      6174
C196       c         664       3447
C197       c         2019      3506
C198       c         5759      3360
C199       c         5398      727
C200       c         2841      6258
