StringID  Type       x         y
D0         d         3802      7312
D1         d         5513      9388
D2         d         8142      10364
D3         d         1316      7236
C0         c         1796      10221
C1         c         4745      804
C2         c         4427      4189
C3         c         10925     4978
C4         c         8737      5528
C5         c         2644      9747
C6         c         5015      3458
C7         c         1916      5377
C8         c         1936      7776
C9         c         2430      2149
C10        c         9822      10773
C11        c         4613      6743
C12        c         446       4928
C13        c         5241      2956
C14        c         8733      444
C15        c         8862      9078
C16        c         1730      4657
C17        c         961       6850
C18        c         1757      5441
C19        c         6771      1999
C20        c         3889      9581
C21        c         9490      299
C22        c         3415      1296
C23        c         3476      1906
C24        c         6915      6212
C25        c         4381      1465
C26        c         4146      1484
C27        c         3226      4799
C28        c         9876      3154
C29        c         6310      4533
C30        c         6287      4514
C31        c         4726      8712
C32        c         8900      7167
C33        c         2745      3037
C34        c         4206      9501
C35        c         7802      9108
C36        c         2551      2630
C37        c         7688      10224
C38        c         6237      5144
C39        c         6397      6582
C40        c         9470      2031
C41        c         9918      2347
C42        c         1712      3799
C43        c         1579      10443
C44        c         5869      1549
C45        c         7928      1528
C46        c         1612      5415
C47        c         4579      544
C48        c         4506      5576
C49        c         511       6626

TRUCKCAPACITY /10/
DEPOTCAPACITY /21/
DEPOTFIXCOST /672/
