StringID  Type       x         y
D0         d         6858      5929
D1         d         8770      1136
D2         d         10057     10712
D3         d         8202      8617
D4         d         5127      2274
C0         c         10766     300
C1         c         1001      8436
C2         c         1559      5020
C3         c         6549      1020
C4         c         67        1962
C5         c         1464      7196
C6         c         9413      7058
C7         c         7639      10142
C8         c         5581      2901
C9         c         2061      5225
C10        c         10258     7295
C11        c         3164      8338
C12        c         6532      4196
C13        c         6599      1326
C14        c         5807      5511
C15        c         2888      3639
C16        c         5461      1923
C17        c         5462      2853
C18        c         9923      7286
C19        c         3257      359
C20        c         239       4643
C21        c         10441     3619
C22        c         3256      4927
C23        c         875       594
C24        c         10262     10053
C25        c         3541      63
C26        c         9220      6246
C27        c         4453      10738
C28        c         1660      9139
C29        c         2941      8968
C30        c         1361      1445
C31        c         3793      8333
C32        c         9674      4248
C33        c         7588      5900
C34        c         8366      322
C35        c         10079     318
C36        c         6531      9498
C37        c         6052      4961
C38        c         9244      7111
C39        c         283       9763
C40        c         9546      1215
C41        c         7011      5424
C42        c         2065      578
C43        c         35        10312
C44        c         1183      3525
C45        c         592       4061
C46        c         5872      4587
C47        c         1834      7715
C48        c         2286      2289
C49        c         7827      2656
C50        c         6304      9929
C51        c         2039      6318
C52        c         10632     5657
C53        c         6874      9079
C54        c         9465      10468
C55        c         3343      10793
C56        c         5120      1050
C57        c         1901      7362
C58        c         6978      9932
C59        c         6111      9957
C60        c         3679      747
C61        c         1267      893
C62        c         5277      10321
C63        c         8282      18
C64        c         8256      6127
C65        c         6130      1690
C66        c         8921      4889
C67        c         3513      8657
C68        c         6541      8543
C69        c         8523      3388
C70        c         4471      9605
C71        c         1190      4539
C72        c         1680      5054
C73        c         9916      3493
C74        c         6070      7932
C75        c         232       8904
C76        c         9339      6563
C77        c         6180      4473
C78        c         4207      1479
C79        c         5603      881
C80        c         321       7907
C81        c         2419      665
C82        c         8258      7667
C83        c         10997     3575
C84        c         1802      4180
C85        c         6351      10025
C86        c         2975      8346
C87        c         1313      10193
C88        c         5307      1323
C89        c         8496      3226
C90        c         845       10419
C91        c         8608      1562
C92        c         59        9030
C93        c         4821      9601
C94        c         4687      3341
C95        c         4075      10121
C96        c         7831      2907
C97        c         6652      9966
C98        c         3818      5711
C99        c         4570      5415
C100       c         6271      3728
C101       c         6678      7918
C102       c         80        8732
C103       c         5320      9125
C104       c         3552      4017
C105       c         8048      6689
C106       c         10808     9447
C107       c         8725      10283
C108       c         2656      10573
C109       c         8876      1332
C110       c         4972      5939
C111       c         7867      1889
C112       c         8380      1936
C113       c         7222      8232
C114       c         3033      6918
C115       c         1737      1930
C116       c         9885      1339
C117       c         4327      9786
C118       c         8891      481
C119       c         8939      340
C120       c         7583      8896
C121       c         7254      3337
C122       c         9086      6521
C123       c         4032      9986
C124       c         3417      6678
C125       c         7538      9283
C126       c         1174      9217
C127       c         4267      51
C128       c         3640      7939
C129       c         2561      7200
C130       c         10264     5934
C131       c         3586      9048
C132       c         5587      4605
C133       c         4396      7373
C134       c         7366      4298
C135       c         2250      25
C136       c         9344      4784
C137       c         4528      5883
C138       c         9735      1362
C139       c         3561      3536
C140       c         1942      7435
C141       c         270       9325
C142       c         7173      10872
C143       c         7682      2108
C144       c         8593      5923
C145       c         1836      9558
C146       c         5030      7553
C147       c         5325      5568
C148       c         10402     4110
C149       c         1411      5144
C150       c         2699      6335
C151       c         2453      9234
C152       c         3324      5641
C153       c         9023      6526
C154       c         1508      2904
C155       c         10928     436
C156       c         10448     4763
C157       c         8738      819
C158       c         1474      7278
C159       c         5106      1902
C160       c         7769      6495
C161       c         3417      7321
C162       c         7083      3318
C163       c         7282      9930
C164       c         10897     4574
C165       c         10941     7427
C166       c         10010     1729
C167       c         9403      2663
C168       c         8090      7723
C169       c         7627      9027
C170       c         2852      7533
C171       c         1404      5367
C172       c         622       5413
C173       c         10108     5453
C174       c         3508      3564
C175       c         9953      9521
C176       c         10239     2561
C177       c         4710      5225
C178       c         1032      5220
C179       c         3904      2984
C180       c         6720      3549
C181       c         4522      9733
C182       c         8577      6294
C183       c         6773      5185
C184       c         754       118
C185       c         8732      7169
C186       c         7143      9616
C187       c         10383     8345
C188       c         768       8971
C189       c         3053      2402
C190       c         7403      4003
C191       c         8456      9852
C192       c         5156      1392
C193       c         2860      8568
C194       c         716       1237
C195       c         5993      4751
C196       c         527       2188
C197       c         7961      8135
C198       c         7842      832
C199       c         4891      4544

TRUCKCAPACITY /25/
DEPOTCAPACITY /63/
DEPOTFIXCOST /863/
