StringID  Type       x         y
D0         d         776       331
D1         d         3832      3009
D2         d         585       3550
D3         d         775       934
D4         d         169       1134
C0         c         3940      2436
C1         c         1936      2295
C2         c         623       1549
C3         c         3797      1953
C4         c         322       2627
C5         c         1927      1331
C6         c         3127      1416
C7         c         3116      1607
C8         c         3563      1013
C9         c         3049      548
C10        c         1473      2543
C11        c         930       3975
C12        c         1323      2422
C13        c         610       1699
C14        c         3973      2048
C15        c         189       3435
C16        c         3394      2534
C17        c         243       2510
C18        c         971       2813
C19        c         2040      867
C20        c         1860      2184
C21        c         658       2564
C22        c         1777      3148
C23        c         2210      3743
C24        c         3258      3780
C25        c         263       3306
C26        c         3467      3478
C27        c         2783      3256
C28        c         3391      3493
C29        c         720       2890
C30        c         3998      1288
C31        c         2310      135
C32        c         1380      636
C33        c         221       2671
C34        c         3204      1845
C35        c         1474      268
C36        c         1741      2971
C37        c         3701      3947
C38        c         2412      1170
C39        c         625       105
C40        c         17        1658
C41        c         304       337
C42        c         1014      2969
C43        c         3176      2309
C44        c         126       917
C45        c         3322      1019
C46        c         1051      3943
C47        c         557       3050
C48        c         1715      1164
C49        c         1558      1604
C50        c         3043      446
C51        c         2268      3079
C52        c         324       98
C53        c         217       655
C54        c         3693      611
C55        c         867       3214
C56        c         1241      3103
C57        c         2763      127
C58        c         683       2272
C59        c         837       1911
C60        c         2927      686
C61        c         330       1309
C62        c         1027      515
C63        c         2074      1403
C64        c         150       3840
C65        c         2214      2389
C66        c         1135      1022
C67        c         2478      1626
C68        c         2513      743
C69        c         2406      121
C70        c         1982      581
C71        c         1022      1462
C72        c         3641      635
C73        c         2433      1885
C74        c         1969      3091
C75        c         382       1941
C76        c         2971      2392
C77        c         1926      2169
C78        c         286       3494
C79        c         1429      3523
C80        c         2357      286
C81        c         885       1898
C82        c         3056      3806
C83        c         2975      3182
C84        c         3293      144
C85        c         899       336
C86        c         2566      2178
C87        c         299       648
C88        c         2010      1910
C89        c         1146      3378
C90        c         2064      3579
C91        c         1242      1992
C92        c         1512      3227
C93        c         1495      2870
C94        c         277       1046
C95        c         3238      3913
C96        c         3481      3888
C97        c         235       1258
C98        c         847       3174
C99        c         57        2122
C100       c         2959      3911
C101       c         1370      2782
C102       c         429       2944
C103       c         3025      748
C104       c         2915      1112
C105       c         702       2630
C106       c         784       3102
C107       c         1507      1528
C108       c         1888      3680
C109       c         3461      3869
C110       c         3215      3325
C111       c         2005      3254
C112       c         1513      3165
C113       c         1199      157
C114       c         1171      2719
C115       c         834       1463
C116       c         815       1715
C117       c         3921      1192
C118       c         1179      105
C119       c         2650      1612
C120       c         1468      3562
C121       c         3637      1923
C122       c         2714      2246
C123       c         383       3116
C124       c         1675      2605
C125       c         1912      2485
C126       c         2708      930
C127       c         2121      1330
C128       c         2221      2700
C129       c         1450      1772
C130       c         2693      3247
C131       c         2307      2396
C132       c         549       827
C133       c         465       1400
C134       c         2425      868
C135       c         972       3725
C136       c         2861      1874
C137       c         2759      2862
C138       c         1525      2809
C139       c         3895      1804
C140       c         2064      459
C141       c         279       1991
C142       c         1293      1677
C143       c         1099      100
C144       c         1453      679
C145       c         3396      3071
C146       c         1931      3552
C147       c         3364      2754
C148       c         2554      2121
C149       c         2114      2422
C150       c         1167      1657
C151       c         1680      986
C152       c         1599      2265
C153       c         2075      1778
C154       c         3657      3809
C155       c         1491      2977
C156       c         23        995
C157       c         2891      219
C158       c         3200      1829
C159       c         3267      1396
C160       c         3602      3349
C161       c         2181      1277
C162       c         2639      2104
C163       c         2477      1008
C164       c         3606      1764
C165       c         2252      137
C166       c         99        880
C167       c         1582      696
C168       c         3961      1320
C169       c         3866      789
C170       c         639       3172
C171       c         2970      2195
C172       c         1832      2331
C173       c         2653      2488
C174       c         56        3636
C175       c         377       1227
C176       c         1603      2558
C177       c         1684      3407
C178       c         728       2593
C179       c         3237      1807
C180       c         255       2292
C181       c         2230      3610
C182       c         543       3088
C183       c         1070      3570
C184       c         2307      2149
C185       c         3148      3039
C186       c         3998      2348
C187       c         2486      3657
C188       c         1548      3421
C189       c         2131      2214
C190       c         1946      1793
C191       c         533       3473
C192       c         1705      522
C193       c         59        732
C194       c         1039      2690
C195       c         3893      1671
C196       c         1599      3073
C197       c         138       1233
C198       c         1354      355
C199       c         3191      2190

TRUCKCAPACITY /25/
DEPOTCAPACITY /96/
DEPOTFIXCOST /467/
