StringID  Type       x         y
D0         d         2998      3577
D1         d         3243      981
D2         d         1251      3144
D3         d         2432      367
D4         d         1289      1590
C0         c         1521      3659
C1         c         683       3536
C2         c         1641      3639
C3         c         1870      785
C4         c         3650      691
C5         c         419       3163
C6         c         1323      3045
C7         c         3239      2758
C8         c         969       3213
C9         c         2375      152
C10        c         2588      3419
C11        c         423       1525
C12        c         3812      1696
C13        c         2725      2777
C14        c         803       1603
C15        c         1146      740
C16        c         1541      2005
C17        c         769       1814
C18        c         1789      2023
C19        c         2299      1627
C20        c         2129      2042
C21        c         114       1128
C22        c         25        2838
C23        c         3228      3015
C24        c         228       2464
C25        c         2498      2991
C26        c         3805      3558
C27        c         1474      2072
C28        c         940       1821
C29        c         1777      1325
C30        c         2559      2605
C31        c         3013      3298
C32        c         3466      1002
C33        c         563       2280
C34        c         2508      1895
C35        c         3892      543
C36        c         148       1190
C37        c         3630      300
C38        c         1412      595
C39        c         3120      3563
C40        c         2613      3570
C41        c         893       1959
C42        c         3643      54
C43        c         2028      1767
C44        c         3627      1780
C45        c         1327      683
C46        c         1434      822
C47        c         3668      56
C48        c         3432      2132
C49        c         745       3087
C50        c         3997      544
C51        c         515       3365
C52        c         1938      3937
C53        c         2368      815
C54        c         1107      2563
C55        c         1291      3164
C56        c         2339      3309
C57        c         3264      295
C58        c         3649      2611
C59        c         2704      2189
C60        c         1802      2444
C61        c         2183      156
C62        c         478       839
C63        c         1389      2669
C64        c         39        2394
C65        c         2346      2259
C66        c         2072      1787
C67        c         3534      180
C68        c         3123      2994
C69        c         1775      376
C70        c         2350      590
C71        c         3924      3295
C72        c         86        3831
C73        c         1970      1880
C74        c         2836      1765
C75        c         1621      2704
C76        c         3087      1135
C77        c         737       3687
C78        c         3283      1766
C79        c         2425      2281
C80        c         2512      931
C81        c         288       1531
C82        c         2790      2878
C83        c         1822      2101
C84        c         1792      1057
C85        c         1957      399
C86        c         1086      124
C87        c         3637      3999
C88        c         3927      3578
C89        c         2492      2
C90        c         3070      3348
C91        c         866       2168
C92        c         37        2692
C93        c         805       3861
C94        c         2751      1085
C95        c         2528      2293
C96        c         3307      409
C97        c         2609      1744
C98        c         3054      1299
C99        c         3451      2799
C100       c         959       2806
C101       c         3369      2174
C102       c         3177      1909
C103       c         2548      1570
C104       c         397       3133
C105       c         2662      3820
C106       c         3526      328
C107       c         800       2766
C108       c         2129      2867
C109       c         250       2670
C110       c         1100      2642
C111       c         3721      665
C112       c         3038      2403
C113       c         1702      1146
C114       c         3544      2432
C115       c         3532      3435
C116       c         571       3833
C117       c         1122      394
C118       c         3193      1825
C119       c         282       2864
C120       c         960       1832
C121       c         1432      3903
C122       c         3925      2505
C123       c         1751      2170
C124       c         2237      1860
C125       c         361       3513
C126       c         1090      47
C127       c         3998      3612
C128       c         2483      2473
C129       c         3079      2624
C130       c         1485      3727
C131       c         1147      656
C132       c         729       3250
C133       c         377       1630
C134       c         2550      3049
C135       c         1967      1458
C136       c         1241      995
C137       c         3642      994
C138       c         529       2207
C139       c         1551      3075
C140       c         1232      3392
C141       c         1242      2430
C142       c         2791      2043
C143       c         1317      1607
C144       c         113       2163
C145       c         603       2474
C146       c         1716      3463
C147       c         110       3975
C148       c         3         2314
C149       c         2486      160
C150       c         743       3123
C151       c         3930      1487
C152       c         1790      86
C153       c         948       2942
C154       c         2916      3667
C155       c         2768      433
C156       c         1842      1325
C157       c         2421      871
C158       c         2053      2974
C159       c         3911      2913
C160       c         97        1161
C161       c         2028      3169
C162       c         3317      2288
C163       c         1742      855
C164       c         352       1799
C165       c         2848      600
C166       c         1044      2888
C167       c         1541      113
C168       c         858       1321
C169       c         429       3770
C170       c         1974      2411
C171       c         1473      1294
C172       c         2796      1044
C173       c         3009      153
C174       c         2339      3712
C175       c         748       819
C176       c         1994      3443
C177       c         992       1517
C178       c         216       146
C179       c         99        1321
C180       c         2200      1394
C181       c         289       1743
C182       c         3269      1553
C183       c         2134      1213
C184       c         1618      132
C185       c         750       2911
C186       c         1901      336
C187       c         1707      1119
C188       c         1445      2846
C189       c         3240      3007
C190       c         1354      1033
C191       c         2300      1636
C192       c         596       3897
C193       c         2720      1269
C194       c         1350      2581
C195       c         2740      2885
C196       c         1364      308
C197       c         1215      2253
C198       c         547       3924
C199       c         1014      1534

TRUCKCAPACITY /25/
DEPOTCAPACITY /64/
DEPOTFIXCOST /461/
