StringID  Type       x         y
D0         d         20        8263
D1         d         10568     5487
D2         d         10090     5453
C0         c         623       8247
C1         c         4713      9551
C2         c         3038      7965
C3         c         3461      5598
C4         c         4413      10608
C5         c         996       706
C6         c         2656      10172
C7         c         10305     8209
C8         c         1474      2479
C9         c         9952      3791
C10        c         7786      3399
C11        c         7738      10118
C12        c         9149      5691
C13        c         5507      9223
C14        c         9996      10663
C15        c         1643      7882
C16        c         6399      2852
C17        c         9362      3963
C18        c         2009      4599
C19        c         1688      7174
C20        c         3470      2665
C21        c         10252     5643
C22        c         8691      2671
C23        c         5370      4661
C24        c         9413      2810
C25        c         2922      2736
C26        c         6277      4489
C27        c         3695      5129
C28        c         1330      9846
C29        c         3357      6715
C30        c         3000      8375
C31        c         5711      551
C32        c         10088     9126
C33        c         6784      10715
C34        c         439       171
C35        c         8616      7094
C36        c         8827      4352
C37        c         1945      7747
C38        c         6035      10301
C39        c         8947      8156

TRUCKCAPACITY /10/
DEPOTCAPACITY /21/
DEPOTFIXCOST /647/
