StringID  Type       x         y
D0         d         2253      4
D1         d         3544      3941
D2         d         979       2645
C0         c         2657      3799
C1         c         3827      3540
C2         c         296       3796
C3         c         611       749
C4         c         1560      1068
C5         c         261       1171
C6         c         2159      1940
C7         c         547       3756
C8         c         2498      2271
C9         c         638       3503
C10        c         2176      2474
C11        c         1863      1074
C12        c         3771      2135
C13        c         365       509
C14        c         324       252
C15        c         2233      3427
C16        c         150       2300
C17        c         3414      1713
C18        c         630       471
C19        c         406       167
C20        c         1689      3966
C21        c         432       1256
C22        c         1991      3882
C23        c         3022      1613
C24        c         1023      3373
C25        c         3174      2270
C26        c         2715      2568
C27        c         2055      867
C28        c         2068      479
C29        c         1111      760

TRUCKCAPACITY /10/
DEPOTCAPACITY /27/
DEPOTFIXCOST /181/
