StringID  Type       x         y
D0         d         3984      3040
D1         d         407       1294
D2         d         1059      872
C0         c         3807      3922
C1         c         1347      1027
C2         c         3800      617
C3         c         3260      2787
C4         c         2939      436
C5         c         919       3510
C6         c         2959      1748
C7         c         3047      3162
C8         c         3048      3194
C9         c         2725      499
C10        c         3629      3359
C11        c         535       1594
C12        c         3711      2837
C13        c         86        2424
C14        c         3158      1950
C15        c         2127      1267
C16        c         1518      3611
C17        c         1930      1544
C18        c         3970      648
C19        c         3690      2106
C20        c         1559      3814
C21        c         2644      3593
C22        c         765       249
C23        c         1555      935
C24        c         3857      819
C25        c         3803      2311
C26        c         3718      48
C27        c         2349      3895
C28        c         1350      644
C29        c         987       1744
C30        c         2643      1234
C31        c         3117      1259
C32        c         2675      2239
C33        c         930       1110
C34        c         3308      2213
C35        c         2714      3272
C36        c         1580      12
C37        c         532       3921
C38        c         396       3126
C39        c         3988      3925

TRUCKCAPACITY /10/
DEPOTCAPACITY /35/
DEPOTFIXCOST /137/
