StringID  Type       x         y
D0         d         2226      1876
D1         d         1546      1322
D2         d         1332      3203
D3         d         2654      3046
D4         d         1140      294
C0         c         3026      377
C1         c         147       1448
C2         c         145       1647
C3         c         1207      3685
C4         c         2133      73
C5         c         18        1215
C6         c         1934      1293
C7         c         3102      814
C8         c         1631      3579
C9         c         3532      3992
C10        c         2441      1348
C11        c         1182      3555
C12        c         1356      2551
C13        c         849       2566
C14        c         267       3260
C15        c         2111      3494
C16        c         1327      1348
C17        c         1635      1376
C18        c         79        2912
C19        c         3038      2177
C20        c         559       1361
C21        c         2714      3262
C22        c         2054      2304
C23        c         3022      3138
C24        c         356       976
C25        c         3265      162
C26        c         1332      1937
C27        c         2930      631
C28        c         2558      1462
C29        c         55        2508
C30        c         1808      2376
C31        c         2916      2326
C32        c         2558      2204
C33        c         1135      3812
C34        c         552       226
C35        c         50        695
C36        c         2971      3104
C37        c         496       564
C38        c         1787      31
C39        c         1052      3896
C40        c         1311      613
C41        c         2422      1932
C42        c         3965      2594
C43        c         1815      2425
C44        c         615       14
C45        c         2639      3388
C46        c         1014      2611
C47        c         333       1885
C48        c         1319      1191
C49        c         3327      3677
C50        c         2531      414
C51        c         2106      3535
C52        c         67        3869
C53        c         2460      2953
C54        c         3987      1489
C55        c         336       314
C56        c         247       193
C57        c         243       3774
C58        c         1580      1025
C59        c         3988      2512
C60        c         2992      1545
C61        c         641       2047
C62        c         164       3014
C63        c         1408      292
C64        c         976       1775
C65        c         2010      3763
C66        c         1064      2522
C67        c         1343      2320
C68        c         1774      3600
C69        c         358       2436
C70        c         3129      1758
C71        c         1524      2640
C72        c         308       942
C73        c         319       3105
C74        c         3497      1461
C75        c         2035      2725
C76        c         1312      1678
C77        c         2453      1661
C78        c         3618      231
C79        c         3622      691
C80        c         3523      635
C81        c         2570      269
C82        c         2976      3040
C83        c         1865      163
C84        c         645       2529
C85        c         758       2894
C86        c         690       3054
C87        c         1998      2913
C88        c         639       3763
C89        c         899       3677
C90        c         2813      1574
C91        c         2810      991
C92        c         2591      3717
C93        c         3890      3581
C94        c         281       2976
C95        c         263       3249
C96        c         3880      2130
C97        c         1813      3572
C98        c         3634      982
C99        c         512       1199
C100       c         1231      568
C101       c         883       3150
C102       c         1768      2121
C103       c         3879      1430
C104       c         703       2007
C105       c         3047      2649
C106       c         2703      3261
C107       c         2675      423
C108       c         1077      2646
C109       c         2817      1799
C110       c         3600      3096
C111       c         3818      1158
C112       c         2661      2910
C113       c         132       3152
C114       c         1254      198
C115       c         3627      3357
C116       c         1172      541
C117       c         3078      1133
C118       c         930       2072
C119       c         2792      279
C120       c         732       3780
C121       c         2483      125
