StringID  Type       x         y
D0         d         4380      961
D1         d         10019     6694
D2         d         6564      1104
C0         c         258       2439
C1         c         4932      4501
C2         c         6236      6802
C3         c         3961      4863
C4         c         10400     3347
C5         c         6267      6633
C6         c         2336      1447
C7         c         894       9436
C8         c         10340     892
C9         c         103       352
C10        c         5575      998
C11        c         1155      8755
C12        c         9166      9019
C13        c         2853      2056
C14        c         10471     8753
C15        c         838       8027
C16        c         1414      10070
C17        c         10226     1420
C18        c         9894      10352
C19        c         8880      5642
C20        c         2694      6159
C21        c         5554      1043
C22        c         4185      744
C23        c         10623     4185
C24        c         211       10035
C25        c         10821     7743
C26        c         8281      4015
C27        c         6386      2388
C28        c         7592      6116
C29        c         4637      3399
C30        c         5568      9553
C31        c         6617      1948
C32        c         666       4543
C33        c         2538      9973
C34        c         5816      302
C35        c         1186      7901
C36        c         3413      10871
C37        c         6310      4169
C38        c         6525      6649
C39        c         6501      328

X DEPOTCAPACITY /26/
DEPOTFIXCOST /602/
TRUCKCAPACITY /10/
