StringID  Type       x         y
D0         d         6806      2799
D1         d         6982      2001
D2         d         1645      2321
D3         d         3114      4224
D4         d         6799      352
C0         c         7522      2473
C1         c         3301      47
C2         c         2501      4947
C3         c         6054      3559
C4         c         4836      7266
C5         c         1916      2209
C6         c         583       6854
C7         c         7395      2547
C8         c         3066      6642
C9         c         5842      1801
C10        c         2121      5007
C11        c         5790      7416
C12        c         711       4722
C13        c         6427      7504
C14        c         6293      1484
C15        c         1796      240
C16        c         3552      4257
C17        c         3741      287
C18        c         6828      380
C19        c         3222      6872
C20        c         4304      6752
C21        c         3635      4708
C22        c         2882      4865
C23        c         682       6959
C24        c         1173      1844
C25        c         461       7124
C26        c         4288      4517
C27        c         2536      2170
C28        c         3105      1736
C29        c         4333      2915
C30        c         6082      1042
C31        c         4814      2498
C32        c         4826      2920
C33        c         4395      7373
C34        c         919       1240
C35        c         45        276
C36        c         2330      135
C37        c         6834      3601
C38        c         196       5866
C39        c         7082      2560
C40        c         688       7481
C41        c         192       1521
C42        c         7040      4641
C43        c         1598      2587
C44        c         861       186
C45        c         5162      2163
C46        c         6713      5560
C47        c         181       2941
C48        c         3415      5349
C49        c         4567      2914
C50        c         4110      1743
C51        c         5171      6468
C52        c         4554      5821
C53        c         6464      718
C54        c         6483      3304
C55        c         4266      1039
C56        c         7506      4328
C57        c         1782      3976
C58        c         1553      2669
C59        c         3942      131
C60        c         1154      1071
C61        c         6428      7079
C62        c         4739      1320
C63        c         7041      6090
C64        c         5728      2560
C65        c         6632      4870
C66        c         5017      2249
C67        c         2671      6671
C68        c         1766      5356
C69        c         6694      7619
C70        c         889       6499
C71        c         1140      1795
C72        c         3459      3369
C73        c         5558      2754
C74        c         6137      2031
C75        c         3368      603
C76        c         7576      6929
C77        c         7177      2600
C78        c         5927      3784
C79        c         4602      3664
C80        c         5372      2465
C81        c         4776      4576
C82        c         1473      46
C83        c         7338      6686
C84        c         1144      4859
C85        c         2989      1562
C86        c         2493      4291
C87        c         6606      2693
C88        c         75        7396
C89        c         7239      3526
C90        c         2242      3089
C91        c         7502      7243
C92        c         1704      2375
C93        c         5434      5917
C94        c         685       3842
C95        c         4840      6328
C96        c         2611      6832
C97        c         1885      1049
C98        c         4621      102
C99        c         5804      3096
C100       c         4743      2258
C101       c         26        3832
C102       c         3751      1393
C103       c         7041      1597
C104       c         5299      7425
C105       c         7666      6333
C106       c         4083      4666
C107       c         4510      4858
C108       c         2488      697
C109       c         759       6063
C110       c         414       2621
C111       c         4882      2217
C112       c         2317      7189
C113       c         4432      6616
C114       c         518       2777
C115       c         61        1702
C116       c         5916      1113
C117       c         5560      4999
C118       c         192       5075
C119       c         6229      6098
C120       c         5570      7273
C121       c         1023      1487
C122       c         5909      4049
C123       c         6626      6417
C124       c         6355      2895
C125       c         7048      6918
C126       c         2688      3808
C127       c         3905      5580
C128       c         6291      696
C129       c         2505      1350
C130       c         5938      2799
C131       c         2341      3184
C132       c         2622      6008
C133       c         1742      7407
C134       c         3215      5714
C135       c         2833      4333
C136       c         2689      1026
C137       c         438       803
C138       c         2479      7232
C139       c         6624      6455
C140       c         3070      2289
C141       c         5428      3145
C142       c         3038      3925
C143       c         7229      3017
C144       c         5580      4994
C145       c         1039      1675
C146       c         6427      5137
C147       c         7467      29
C148       c         3061      4119
C149       c         2467      3672
C150       c         2205      3927
C151       c         1151      6453
C152       c         7670      3253
C153       c         6750      2274
C154       c         6985      6894
C155       c         7521      2581
C156       c         5955      4999
C157       c         6724      4769
C158       c         4669      5635
C159       c         6862      3143
C160       c         3521      857
C161       c         364       3022
C162       c         841       4005
C163       c         7193      4693
C164       c         4681      1566
C165       c         4224      5865
C166       c         368       840
C167       c         5989      2131
C168       c         2859      7019
C169       c         4417      4403
C170       c         3948      3907
C171       c         6700      1107
C172       c         681       6905
C173       c         1792      821
C174       c         4647      850
C175       c         7100      238
C176       c         376       3367
C177       c         2342      6455
C178       c         5443      5397
C179       c         4533      5570
C180       c         323       5493
C181       c         6061      970
C182       c         6034      3726
C183       c         5260      5614
C184       c         4392      6922
C185       c         4517      3647
C186       c         6558      5799
C187       c         5643      1688
C188       c         2104      5935
C189       c         432       1326
C190       c         35        938
C191       c         6094      7015
C192       c         1019      2002
C193       c         134       1776
C194       c         5265      455
C195       c         1480      3850
C196       c         2282      4
C197       c         4978      3108
C198       c         2955      3474
C199       c         4284      2991
C200       c         2291      6779
C201       c         3795      2094
C202       c         6506      1154
C203       c         4292      2956
C204       c         3065      6673
C205       c         5788      2995
C206       c         2746      883
C207       c         3021      346
C208       c         3666      7235
C209       c         3796      3870
C210       c         699       2341
C211       c         25        1749
C212       c         2887      7092
C213       c         6679      6943
C214       c         993       2747
C215       c         6844      6461
C216       c         2454      2215
C217       c         531       295
C218       c         1109      4156
C219       c         1056      6616
C220       c         6643      6024
C221       c         1036      6637
C222       c         3698      7445
C223       c         6274      6766
C224       c         4995      7523
C225       c         3416      2540
C226       c         1353      3221
C227       c         6258      6092
C228       c         4704      107
C229       c         4579      7650
C230       c         4382      6768
C231       c         3414      578
C232       c         6169      117
C233       c         1709      4434
C234       c         1001      4413
C235       c         6119      36
C236       c         1583      6010
C237       c         1607      3331
C238       c         7126      6904
C239       c         178       3148
C240       c         4760      6681
C241       c         1882      2944
C242       c         3524      1921
C243       c         7321      5782
C244       c         7231      4114
C245       c         6943      7574
C246       c         7625      5915
C247       c         4432      7267
C248       c         7554      2764
C249       c         6120      5336
C250       c         1453      5870
C251       c         3041      2327
C252       c         179       6609
C253       c         6550      1566
C254       c         1387      1413
C255       c         5416      668
C256       c         1176      332
C257       c         5153      1026
C258       c         5044      6992
C259       c         599       2012
C260       c         1260      3218
C261       c         2068      3938
C262       c         6763      6435
C263       c         883       3402
C264       c         7387      4758
C265       c         3853      5601
C266       c         2857      6837
C267       c         469       858
C268       c         6025      1139
C269       c         3137      102
C270       c         1979      1314
C271       c         4779      7429
C272       c         1164      6630
C273       c         5366      3995
C274       c         7327      2922
C275       c         4468      3142
C276       c         1133      465
C277       c         2823      5231
C278       c         5515      1776
C279       c         1671      3231
C280       c         1324      5818
C281       c         5988      5780
C282       c         2022      2555
C283       c         1933      1429
C284       c         4281      5962
C285       c         2704      1794
C286       c         4429      6200
C287       c         514       7471
C288       c         4987      6862
C289       c         1313      114
C290       c         6159      5431
C291       c         7096      2683
C292       c         3276      6073
C293       c         5699      6628
C294       c         3505      6890
C295       c         2388      1033
C296       c         1403      5152
C297       c         7221      2842
C298       c         2923      4137
C299       c         5327      6767

TRUCKCAPACITY /25/
DEPOTCAPACITY /91/
DEPOTFIXCOST /613/
