StringID  Type       x         y
D0         d         7446      5541
D1         d         9925      7336
D2         d         2554      3892
D3         d         9955      6060
C0         c         9108      6443
C1         c         4146      7010
C2         c         1216      1978
C3         c         5856      3823
C4         c         10129     5167
C5         c         7000      2669
C6         c         2537      3742
C7         c         8090      9736
C8         c         2505      8281
C9         c         4580      4876
C10        c         7041      6944
C11        c         4295      9053
C12        c         10434     2378
C13        c         2756      46
C14        c         5650      3172
C15        c         5417      3118
C16        c         4328      1665
C17        c         7287      3408
C18        c         4784      3387
C19        c         222       3995
C20        c         1921      8857
C21        c         5643      8610
C22        c         4093      2953
C23        c         5896      2500
C24        c         2169      5184
C25        c         932       4869
C26        c         7518      5768
C27        c         8982      4254
C28        c         5856      7945
C29        c         10604     1012
C30        c         10373     7556
C31        c         1472      5917
C32        c         2839      2243
C33        c         878       7272
C34        c         6669      5493
C35        c         7871      7116
C36        c         10231     7888
C37        c         2714      593
C38        c         6857      2088
C39        c         8243      4719
C40        c         2994      6936
C41        c         9972      3324
C42        c         9341      766
C43        c         6235      2186
C44        c         5007      8243
C45        c         5964      2400
C46        c         4410      6243
C47        c         5017      2423
C48        c         4698      6130
C49        c         415       1608

TRUCKCAPACITY /10/
DEPOTCAPACITY /34/
DEPOTFIXCOST /604/
