StringID  Type       x         y
D0         d         586       3334
D1         d         3884      3191
D2         d         3698      3998
C0         c         3921      294
C1         c         3913      3720
C2         c         997       620
C3         c         496       3566
C4         c         3553      1714
C5         c         1811      3037
C6         c         2476      45
C7         c         812       1368
C8         c         1065      616
C9         c         1124      3698
C10        c         1332      2591
C11        c         508       924
C12        c         1352      878
C13        c         107       667
C14        c         101       2664
C15        c         744       3869
C16        c         3056      2060
C17        c         362       2574
C18        c         3036      1397
C19        c         3086      198
C20        c         1544      658
C21        c         1721      1541
C22        c         8         2933
C23        c         3998      2595
C24        c         968       47
C25        c         3138      2337
C26        c         3502      508
C27        c         2143      3331
C28        c         3584      2555
C29        c         70        706
C30        c         1638      481
C31        c         3688      797
C32        c         2161      3438
C33        c         2487      560
C34        c         2588      2912
C35        c         2408      3816
C36        c         3186      3143
C37        c         2908      2037
C38        c         561       1625
C39        c         2719      2369

TRUCKCAPACITY /10/
DEPOTCAPACITY /29/
DEPOTFIXCOST /121/
