StringID  Type       x         y
D0         d         2384      940
D1         d         4841      8742
D2         d         10285     139
C0         c         459       4481
C1         c         205       4075
C2         c         3498      6049
C3         c         10948     8323
C4         c         9633      3430
C5         c         10054     4791
C6         c         6583      1493
C7         c         405       2825
C8         c         1768      2700
C9         c         5276      3938
C10        c         5279      8937
C11        c         3314      1570
C12        c         1259      1676
C13        c         776       9317
C14        c         7023      185
C15        c         7750      8079
C16        c         1879      3010
C17        c         4595      3576
C18        c         952       2277
C19        c         5412      4811
C20        c         999       7122
C21        c         1647      3524
C22        c         7277      1112
C23        c         6904      2824
C24        c         441       944
C25        c         2412      4378
C26        c         7390      1545
C27        c         1668      10075
C28        c         5582      2758
C29        c         940       3961
C30        c         503       5205
C31        c         3461      2660
C32        c         942       4602
C33        c         10199     8525
C34        c         7714      3403
C35        c         8171      9455
C36        c         1242      4453
C37        c         7200      58
C38        c         7153      5287
C39        c         4188      5405

TRUCKCAPACITY /10/
DEPOTCAPACITY /38/
DEPOTFIXCOST /675/
