StringID  Type       x         y
D0         d         3673      1465
D1         d         654       2464
D2         d         3309      204
D3         d         842       2511
D4         d         3701      1999
C0         c         656       3444
C1         c         190       2957
C2         c         235       1217
C3         c         192       1549
C4         c         2107      3747
C5         c         2277      1759
C6         c         3581      3539
C7         c         334       3189
C8         c         1709      433
C9         c         3346      2548
C10        c         2345      653
C11        c         2697      491
C12        c         3991      1864
C13        c         3368      3620
C14        c         3626      987
C15        c         941       536
C16        c         3361      1717
C17        c         157       1608
C18        c         1297      523
C19        c         940       713
C20        c         2628      1099
C21        c         573       640
C22        c         385       723
C23        c         3915      1614
C24        c         1550      1056
C25        c         1288      3277
C26        c         1012      552
C27        c         2211      2332
C28        c         3554      875
C29        c         2639      3256
C30        c         661       1064
C31        c         1697      12
C32        c         2166      2188
C33        c         666       2761
C34        c         1539      2385
C35        c         2663      569
C36        c         2227      2532
C37        c         3621      3825
C38        c         1812      1255
C39        c         3177      741
C40        c         2680      409
C41        c         2654      417
C42        c         848       1906
C43        c         944       2229
C44        c         1046      3507
C45        c         521       944
C46        c         3249      253
C47        c         1018      2865
C48        c         3637      3650
C49        c         1533      3161
C50        c         458       3577
C51        c         3224      3717
C52        c         2222      1045
C53        c         613       2395
C54        c         3901      600
C55        c         2223      290
C56        c         2128      1892
C57        c         1439      183
C58        c         3235      2291
C59        c         2360      445
C60        c         3868      2983
C61        c         768       853
C62        c         3241      2436
C63        c         992       2095
C64        c         2504      2109
C65        c         2926      192
C66        c         3789      1708
C67        c         457       84
C68        c         96        2854
C69        c         1092      2373
C70        c         3077      1518
C71        c         3591      236
C72        c         1088      585
C73        c         1522      3128
C74        c         568       3347
C75        c         195       2269
C76        c         1115      1743
C77        c         3482      2095
C78        c         1026      1092
C79        c         3675      3727
C80        c         2423      2022
C81        c         2132      645
C82        c         1652      3219
C83        c         2464      3087
C84        c         558       2624
C85        c         3723      3192
C86        c         2002      1906
C87        c         1623      3884
C88        c         1679      3089
C89        c         2366      1515
C90        c         1620      1849
C91        c         153       1245
C92        c         2811      3444
C93        c         1888      3653
C94        c         3846      229
C95        c         627       1273
C96        c         3976      1830
C97        c         3097      3184
C98        c         2408      916
C99        c         1318      2397
C100       c         1410      1001
C101       c         1826      923
C102       c         1422      490
C103       c         328       490
C104       c         2949      2914
C105       c         2092      2713
C106       c         1409      1103
C107       c         1441      1476
C108       c         1604      956
C109       c         3098      1920
C110       c         2716      527
C111       c         2607      2804
C112       c         678       2883
C113       c         1347      1418
C114       c         1264      2905
C115       c         2595      3015
C116       c         1219      1546
C117       c         3537      2743
C118       c         3393      3296
C119       c         2754      3405
C120       c         1643      3558
C121       c         3172      3498
C122       c         262       2013
C123       c         3237      2554
C124       c         2911      2832
C125       c         3344      1927
C126       c         1197      3658
C127       c         953       649
C128       c         3734      2055
C129       c         1531      827
C130       c         436       3656
C131       c         607       660
C132       c         1177      107
C133       c         3648      308
C134       c         1745      3483
C135       c         1453      701
C136       c         2664      963
C137       c         430       2821
C138       c         1356      617
C139       c         2987      1865
C140       c         2771      376
C141       c         1673      2115
C142       c         927       3198
C143       c         3895      3391
C144       c         513       3128
C145       c         1416      3531
C146       c         1757      1707
C147       c         2401      1613
C148       c         173       1909
C149       c         534       3609
C150       c         1160      738
C151       c         176       3011
C152       c         612       291
C153       c         1810      2738
C154       c         2873      2716
C155       c         2876      1046
C156       c         2152      573
C157       c         559       1564
C158       c         3325      787
C159       c         242       2175
C160       c         80        640
C161       c         660       1056
C162       c         1298      425
C163       c         1299      409
C164       c         3558      3694
C165       c         2460      47
C166       c         1325      2655
C167       c         948       1223
C168       c         3016      685
C169       c         1143      250
C170       c         311       2014
C171       c         1055      3531
C172       c         3719      389
C173       c         2824      761
C174       c         652       2130
C175       c         465       400
C176       c         427       806
C177       c         965       2341
C178       c         1979      1545
C179       c         2587      3841
C180       c         2540      2655
C181       c         2810      2429
C182       c         9         3353
C183       c         2529      1712
C184       c         795       200
C185       c         1383      3461
C186       c         2478      1975
C187       c         2718      1776
C188       c         3831      1242
C189       c         3645      1602
C190       c         182       65
C191       c         3614      3259
C192       c         3704      3825
C193       c         1764      192
C194       c         2497      2101
C195       c         290       2029
C196       c         328       433
C197       c         3320      972
C198       c         291       3320
C199       c         1183      3719

TRUCKCAPACITY /25/
DEPOTCAPACITY /91/
DEPOTFIXCOST /496/
