StringID  Type       x         y
D0         d         1818      1888
D1         d         3357      2029
D2         d         1142      475
C0         c         798       3915
C1         c         3061      571
C2         c         2925      3958
C3         c         1002      819
C4         c         763       1482
C5         c         1239      241
C6         c         1233      347
C7         c         1935      238
C8         c         659       204
C9         c         3735      1859
C10        c         3013      1857
C11        c         2451      3230
C12        c         2254      2647
C13        c         3550      3701
C14        c         220       3346
C15        c         2265      3322
C16        c         41        2456
C17        c         3016      3600
C18        c         541       2653
C19        c         1178      733
C20        c         2675      3101
C21        c         2920      1441
C22        c         1920      1009
C23        c         3967      1990
C24        c         3826      892
C25        c         97        2199
C26        c         1109      3718
C27        c         2536      2262
C28        c         572       843
C29        c         2285      3561

TRUCKCAPACITY /10/
DEPOTCAPACITY /33/
DEPOTFIXCOST /155/
