StringID  Type       x         y
D0         d         6195      10014
D1         d         995       1412
D2         d         3461      4966
D3         d         2586      5802
D4         d         6101      9376
C0         c         2460      6594
C1         c         4761      6931
C2         c         8588      7774
C3         c         3304      7171
C4         c         4526      8312
C5         c         10998     2380
C6         c         8903      10164
C7         c         4823      934
C8         c         10333     2260
C9         c         6671      6257
C10        c         6568      9139
C11        c         5161      3387
C12        c         7498      9036
C13        c         943       2472
C14        c         5379      8308
C15        c         2818      1817
C16        c         6255      1629
C17        c         314       5016
C18        c         10508     6084
C19        c         4744      1562
C20        c         1406      8117
C21        c         10698     2878
C22        c         5381      9605
C23        c         7279      5742
C24        c         9275      3345
C25        c         8220      9908
C26        c         4726      8749
C27        c         8102      10543
C28        c         3917      9047
C29        c         5408      6221
C30        c         6401      8086
C31        c         7055      5530
C32        c         6505      3789
C33        c         6332      5866
C34        c         8634      10244
C35        c         4522      10132
C36        c         7958      369
C37        c         4682      8281
C38        c         3517      1522
C39        c         9747      4211
C40        c         522       6094
C41        c         3021      7912
C42        c         2896      7821
C43        c         4560      6201
C44        c         8052      10542
C45        c         7832      7942
C46        c         5892      2536
C47        c         2500      1341
C48        c         3624      8554
C49        c         1263      6027
C50        c         920       1822
C51        c         10430     5537
C52        c         4407      7195
C53        c         60        5210
C54        c         7167      3611
C55        c         9475      2717
C56        c         7996      2405
C57        c         1811      7398
C58        c         8029      3996
C59        c         10504     4722
C60        c         7016      5143
C61        c         9463      387
C62        c         1021      9041
C63        c         10496     8784
C64        c         1039      4004
C65        c         7291      2368
C66        c         4246      4834
C67        c         3308      10608
C68        c         6984      10789
C69        c         3449      3316
C70        c         6345      10944
C71        c         8830      2115
C72        c         2928      9309
C73        c         4758      6446
C74        c         2469      3664
C75        c         3485      5105
C76        c         1928      9379
C77        c         748       10099
C78        c         6955      10436
C79        c         3437      10963
C80        c         4019      3820
C81        c         2103      4251
C82        c         9955      8513
C83        c         1420      50
C84        c         1233      8174
C85        c         10665     2501
C86        c         9533      5345
C87        c         3837      10365
C88        c         2863      4598
C89        c         302       3463
C90        c         9488      898
C91        c         10409     1527
C92        c         6756      771
C93        c         4408      10574
C94        c         4183      9998
C95        c         1905      7695
C96        c         9614      3976
C97        c         6892      10828
C98        c         7247      537
C99        c         6381      9742
C100       c         7547      10974
C101       c         5795      3461
C102       c         834       10854
C103       c         7568      8837
C104       c         6120      1736
C105       c         9387      9345
C106       c         4823      9291
C107       c         7602      5804
C108       c         5013      3277
C109       c         9667      8174
C110       c         1728      8760
C111       c         10301     5899
C112       c         5719      3354
C113       c         9818      507
C114       c         3090      10340
C115       c         3160      5669
C116       c         5789      1645
C117       c         5665      8381
C118       c         4352      6191
C119       c         4519      7768
C120       c         2099      7715
C121       c         8924      3013
C122       c         5601      9041
C123       c         10441     3623
C124       c         4754      1387
C125       c         5717      10744
C126       c         6470      6666
C127       c         5145      7440
C128       c         5470      5592
C129       c         9313      7255
C130       c         1845      264
C131       c         3845      3991
C132       c         10207     10707
C133       c         4369      9237
C134       c         9048      1293
C135       c         6770      1345
C136       c         4512      359
C137       c         8794      7947
C138       c         3646      10174
C139       c         5726      8849
C140       c         5115      5651
C141       c         3718      5623
C142       c         10521     1412
C143       c         612       10286
C144       c         1620      6700
C145       c         4009      760
C146       c         5263      7639
C147       c         3644      5507
C148       c         5057      5816
C149       c         7204      9564
C150       c         10881     3614
C151       c         9521      1622
C152       c         7616      4860
C153       c         6686      5114
C154       c         9711      320
C155       c         7841      8985
C156       c         8009      7527
C157       c         2637      2705
C158       c         3850      143
C159       c         5464      7580
C160       c         927       6052
C161       c         2577      6271
C162       c         96        2007
C163       c         2653      6193
C164       c         9676      3156
C165       c         8202      3619
C166       c         3436      8987
C167       c         1627      4831
C168       c         8442      6242
C169       c         485       9507
C170       c         9243      8169
C171       c         3289      8944
C172       c         6891      2998
C173       c         1644      1678
C174       c         4960      8449
C175       c         811       10339
C176       c         1002      7554
C177       c         2659      5828
C178       c         3721      6362
C179       c         6551      8898
C180       c         2175      280
C181       c         435       8449
C182       c         9991      10997
C183       c         10761     3541
C184       c         6103      4825
C185       c         9586      3910
C186       c         7314      6784
C187       c         5464      9277
C188       c         7833      2647
C189       c         10641     3719
C190       c         8675      8140
C191       c         5190      2522
C192       c         2458      7245
C193       c         1861      5422
C194       c         7976      8911
C195       c         3908      1110
C196       c         6514      9338
C197       c         9943      8895
C198       c         6292      1442
C199       c         3715      7032
C200       c         1789      3834
C201       c         9348      5130
C202       c         4765      10748
C203       c         108       6177
C204       c         9148      9428
C205       c         5805      10796
C206       c         5588      1238
C207       c         10185     8194
C208       c         7761      5461
C209       c         7600      10910
C210       c         1864      7077
C211       c         10642     9724
C212       c         5430      2779
C213       c         7501      2284
C214       c         9707      3340
C215       c         6705      9223
C216       c         10470     19
C217       c         7402      9231
C218       c         523       95
C219       c         86        2476
C220       c         227       8820
C221       c         7512      4364
C222       c         5914      9985
C223       c         804       2595
C224       c         150       5906
C225       c         5955      8099
C226       c         4310      7734
C227       c         3562      1813
C228       c         6434      420
C229       c         7854      8505
C230       c         1298      5386
C231       c         7762      371
C232       c         5658      4734
C233       c         349       2534
C234       c         516       8536
C235       c         1382      6717
C236       c         5774      439
C237       c         2177      9976
C238       c         5565      67
C239       c         406       836
C240       c         9178      5580
C241       c         3816      5590
C242       c         8708      4969
C243       c         8827      6553
C244       c         7422      3907
C245       c         2554      4933
C246       c         2363      5259
C247       c         40        8979
C248       c         6943      10929
C249       c         5829      4455
C250       c         8064      1535
C251       c         5331      2245
C252       c         8805      9733
C253       c         9418      367
C254       c         8150      1158
C255       c         4705      1973
C256       c         708       4387
C257       c         8269      1774
C258       c         6305      1854
C259       c         2951      4527
C260       c         9763      7954
C261       c         5585      2506
C262       c         10053     10089
C263       c         3809      5120
C264       c         3463      4390
C265       c         8682      3361
C266       c         1184      9004
C267       c         7159      10883
C268       c         6345      678
C269       c         3889      3370
C270       c         3435      8609
C271       c         3763      1399
C272       c         9148      6991
C273       c         3907      7068
C274       c         6118      373
C275       c         10868     4263
C276       c         5672      10871
C277       c         7971      2413
C278       c         6753      2987
C279       c         10998     8809
C280       c         8898      7731
C281       c         4715      10413
C282       c         9819      4303
C283       c         7672      6328
C284       c         8265      5690
C285       c         4679      4304
C286       c         119       4988
C287       c         3069      450
C288       c         5218      10424
C289       c         7826      144
C290       c         3786      30
C291       c         8331      10626
C292       c         909       3572
C293       c         1167      7104
C294       c         5470      9513
C295       c         8583      3167
C296       c         6006      3634
C297       c         10546     4562
C298       c         6306      3008
C299       c         1103      2147

TRUCKCAPACITY /25/
DEPOTCAPACITY /82/
DEPOTFIXCOST /919/
