StringID  Type       x         y
D0         d         886       5439
D1         d         4803      5197
D2         d         7521      4926
D3         d         455       7037
C0         c         1882      3567
C1         c         2080      5236
C2         c         6324      2155
C3         c         6992      6713
C4         c         4002      6696
C5         c         1733      5909
C6         c         2460      2509
C7         c         1883      5122
C8         c         261       2116
C9         c         2083      1121
C10        c         7178      2577
C11        c         2659      5099
C12        c         1229      2275
C13        c         733       1770
C14        c         195       7017
C15        c         2132      5289
C16        c         3930      871
C17        c         4429      6697
C18        c         7136      9
C19        c         7443      3349
C20        c         3744      3191
C21        c         3581      2808
C22        c         2382      3241
C23        c         755       6318
C24        c         1701      2173
C25        c         47        4633
C26        c         5966      6407
C27        c         4929      5141
C28        c         6148      5160
C29        c         4182      4269
C30        c         2294      7266
C31        c         6841      911
C32        c         3692      6378
C33        c         6298      7357
C34        c         4782      511
C35        c         2063      2950
C36        c         3874      4987
C37        c         7000      4021
C38        c         180       4008
C39        c         5735      7432
C40        c         378       2644
C41        c         3488      7395
C42        c         408       2600
C43        c         989       4166
C44        c         7010      1589
C45        c         7605      2557
C46        c         4289      7632
C47        c         4094      6422
C48        c         2520      7328
C49        c         912       6552

TRUCKCAPACITY /10/
DEPOTCAPACITY /28/
DEPOTFIXCOST /485/
