StringID  Type       x         y
D0         d         2919      61
D1         d         188       2314
D2         d         817       920
D3         d         478       3113
D4         d         1250      2268
C0         c         3566      2469
C1         c         2350      3772
C2         c         2788      1443
C3         c         3954      1870
C4         c         1388      2576
C5         c         3259      2114
C6         c         2569      3187
C7         c         36        2258
C8         c         1657      3937
C9         c         2943      3545
C10        c         2395      3248
C11        c         3990      1289
C12        c         463       77
C13        c         2065      2200
C14        c         733       3026
C15        c         2586      2171
C16        c         1784      562
C17        c         192       2134
C18        c         676       3447
C19        c         1209      2290
C20        c         3318      1518
C21        c         2220      2512
C22        c         1627      833
C23        c         2830      286
C24        c         2012      2566
C25        c         3434      1351
C26        c         1920      886
C27        c         2694      303
C28        c         3314      3840
C29        c         900       3968
C30        c         3621      446
C31        c         103       2654
C32        c         597       1577
C33        c         2711      2914
C34        c         1488      3977
C35        c         2982      1477
C36        c         1364      2095
C37        c         339       3547
C38        c         123       743
C39        c         2319      1442
C40        c         1941      2344
C41        c         2239      3227
C42        c         52        3950
C43        c         1697      1304
C44        c         1262      3465
C45        c         690       2775
C46        c         1214      887
C47        c         687       2478
C48        c         524       1680
C49        c         2362      1095
C50        c         3086      2561
C51        c         2112      3566
C52        c         239       2971
C53        c         2585      1897
C54        c         3440      3116
C55        c         720       967
C56        c         236       1551
C57        c         2564      1436
C58        c         192       3808
C59        c         13        204
C60        c         138       1650
C61        c         2307      2661
C62        c         977       3844
C63        c         1883      2739
C64        c         165       1873
C65        c         1875      2222
C66        c         1033      3175
C67        c         3793      3638
C68        c         430       2107
C69        c         1734      2498
C70        c         2658      442
C71        c         601       117
C72        c         233       1603
C73        c         1122      2034
C74        c         3594      1812
C75        c         1779      2482
C76        c         3086      1154
C77        c         3358      2996
C78        c         1604      2957
C79        c         51        3476
C80        c         3593      2450
C81        c         3944      1630
C82        c         3814      547
C83        c         2335      2180
C84        c         2970      3061
C85        c         1762      1615
C86        c         2553      3352
C87        c         3186      947
C88        c         3349      1516
C89        c         128       102
C90        c         1213      1298
C91        c         251       563
C92        c         2563      1569
C93        c         3724      2633
C94        c         1186      154
C95        c         2206      601
C96        c         3263      2845
C97        c         771       2144
C98        c         2383      1085
C99        c         3474      2785
C100       c         1434      530
C101       c         3381      1464
C102       c         2526      1998
C103       c         1282      1226
C104       c         2775      3603
C105       c         1768      2976
C106       c         1694      514
C107       c         1805      3510
C108       c         2032      1622
C109       c         3253      2223
C110       c         2736      1043
C111       c         486       203
C112       c         2639      3321
C113       c         1290      380
C114       c         2315      414
C115       c         2228      3221
C116       c         246       2202
C117       c         2342      2820
C118       c         1976      1444
C119       c         819       1825
C120       c         1015      542
C121       c         2496      551
C122       c         1847      3692
C123       c         2705      1796
C124       c         573       3339
C125       c         1761      1132
C126       c         3736      2912
C127       c         2609      3474
C128       c         3266      2670
C129       c         709       1209
C130       c         3650      140
C131       c         1804      1895
C132       c         3606      3670
C133       c         831       251
C134       c         3696      1506
C135       c         75        2561
C136       c         1886      1078
C137       c         1970      1444
C138       c         943       281
C139       c         2030      1764
C140       c         274       1575
C141       c         2872      3592
C142       c         1057      1801
C143       c         2184      2549
C144       c         3230      356
C145       c         1438      63
C146       c         125       784
C147       c         225       1855
C148       c         1027      1356
C149       c         70        3047
C150       c         2637      2449
C151       c         3987      3122
C152       c         1747      2788
C153       c         2884      2367
C154       c         1646      175
C155       c         2285      3935
C156       c         1304      786
C157       c         3873      3788
C158       c         499       2198
C159       c         2707      669
C160       c         1934      1603
C161       c         3388      3095
C162       c         99        851
C163       c         636       1095
C164       c         2564      518
C165       c         1252      589
C166       c         983       3447
C167       c         1843      3067
C168       c         2271      1614
C169       c         3135      1215
C170       c         3549      3256
C171       c         22        1468
C172       c         374       3028
C173       c         1862      2464
C174       c         3095      2575
C175       c         3258      785
C176       c         2551      2771
C177       c         742       3785
C178       c         2396      1595
C179       c         1605      708
C180       c         3585      938
C181       c         3072      216
C182       c         1078      3965
C183       c         2514      1669
C184       c         2440      1566
C185       c         2890      748
C186       c         707       1082
C187       c         753       164
C188       c         277       1653
C189       c         1133      3851
C190       c         500       3549
C191       c         36        3418
C192       c         3107      284
C193       c         2885      3100
C194       c         305       2418
C195       c         3748      1665
C196       c         3         3842
