StringID  Type       x         y
D0         d         7876      4613
D1         d         1899      10364
D2         d         1471      5367
D3         d         9017      10170
D4         d         5554      8246
C0         c         9148      4542
C1         c         7025      10279
C2         c         2720      556
C3         c         8719      3750
C4         c         4659      5259
C5         c         4183      1206
C6         c         1298      4568
C7         c         6659      9680
C8         c         3039      8090
C9         c         4378      2283
C10        c         10290     695
C11        c         10735     1395
C12        c         10742     10719
C13        c         6744      6557
C14        c         1510      2936
C15        c         5028      10265
C16        c         1119      10537
C17        c         4616      713
C18        c         1567      988
C19        c         8004      8602
C20        c         8958      6341
C21        c         2217      6048
C22        c         5420      2608
C23        c         10278     6286
C24        c         3036      4818
C25        c         5492      686
C26        c         7783      2838
C27        c         10782     9430
C28        c         1468      8435
C29        c         3909      1980
C30        c         1174      2484
C31        c         6483      5356
C32        c         6758      8584
C33        c         3886      8151
C34        c         4979      7763
C35        c         5136      5054
C36        c         7880      3661
C37        c         5692      1111
C38        c         5925      1281
C39        c         35        3823
C40        c         1904      9777
C41        c         1760      6065
C42        c         5869      5568
C43        c         1729      10846
C44        c         3115      1816
C45        c         6944      3061
C46        c         4394      7246
C47        c         1280      6093
C48        c         7298      7714
C49        c         8627      7177
C50        c         9629      6059
C51        c         7155      787
C52        c         9503      2474
C53        c         6336      9332
C54        c         7965      3629
C55        c         7538      2266
C56        c         9301      1264
C57        c         2808      9899
C58        c         5300      4519
C59        c         5104      5178
C60        c         2805      3767
C61        c         6631      480
C62        c         3784      2637
C63        c         7203      9692
C64        c         8978      9327
C65        c         599       6398
C66        c         9116      2194
C67        c         5151      9424
C68        c         2918      1332
C69        c         6381      10902
C70        c         2853      10907
C71        c         4907      6840
C72        c         5122      4013
C73        c         6298      4693
C74        c         3061      4770
C75        c         3090      9371
C76        c         1898      9022
C77        c         5187      7476
C78        c         355       5987
C79        c         4548      8546
C80        c         8886      7655
C81        c         4602      4215
C82        c         4504      10
C83        c         6099      7694
C84        c         826       2619
C85        c         7331      8342
C86        c         1059      819
C87        c         1686      8568
C88        c         4111      3754
C89        c         9631      6207
C90        c         4759      9616
C91        c         5225      3240
C92        c         3136      5383
C93        c         4100      5546
C94        c         2576      9911
C95        c         10339     1919
C96        c         6654      994
C97        c         1867      515
C98        c         5482      1794
C99        c         94        37
C100       c         7477      855
C101       c         10657     6124
C102       c         9522      4053
C103       c         1306      4187
C104       c         2021      117
C105       c         10175     8992
C106       c         1698      9339
C107       c         4163      6010
C108       c         1273      6016
C109       c         4594      10441
C110       c         5313      6401
C111       c         3879      6482
C112       c         4691      2240
C113       c         5899      6979
C114       c         6969      8281
C115       c         4353      9228
C116       c         8126      6088
C117       c         6568      9279
C118       c         10567     5513
C119       c         1785      7841
C120       c         7451      8264
C121       c         5033      9089
C122       c         3647      3898
C123       c         8913      10312
C124       c         4373      6155
C125       c         7628      5474
C126       c         10893     6969
C127       c         1897      1780
C128       c         7484      6121
C129       c         7474      3078
C130       c         1277      7425
C131       c         8212      9452
C132       c         646       9502
C133       c         6544      1631
C134       c         4756      15
C135       c         6257      8009
C136       c         9777      2721
C137       c         1119      2865
C138       c         7228      2237
C139       c         371       4651
C140       c         1042      4631
C141       c         2668      8676
C142       c         7573      10808
C143       c         4705      6300
C144       c         10602     10965
C145       c         9032      2773
C146       c         9950      7625
C147       c         6359      2836
C148       c         7915      6809
C149       c         33        1493
C150       c         1272      2127
C151       c         1211      10116
C152       c         455       5618
C153       c         6007      9945
C154       c         4836      980
C155       c         8553      5707
C156       c         3970      3875
C157       c         912       5176
C158       c         2999      3860
C159       c         6735      1403
C160       c         1851      8165
C161       c         589       9816
C162       c         8621      4033
C163       c         9369      9613
C164       c         127       7858
C165       c         8986      5969
C166       c         5531      2402
C167       c         10559     4225
C168       c         6718      10146
C169       c         4546      7672
C170       c         8716      5503
C171       c         3058      3799
C172       c         6620      10849
C173       c         2065      4053
C174       c         1285      4214
C175       c         7075      7857
C176       c         3425      3711
C177       c         5360      6982
C178       c         1457      1945
C179       c         404       1422
C180       c         4322      4559
C181       c         557       2418
C182       c         9574      1534
C183       c         9260      8577
C184       c         2646      2561
C185       c         3088      6487
C186       c         5582      8862
C187       c         1911      6655
C188       c         4305      2416
C189       c         6031      3948
C190       c         3471      5246
C191       c         10628     9069
C192       c         7988      7429
C193       c         2530      72
C194       c         1715      3945
C195       c         278       544
C196       c         6778      3658
C197       c         6472      761
C198       c         1672      8972
C199       c         9932      4979
C200       c         9557      5023
C201       c         7489      7317
C202       c         1073      2329
C203       c         7184      6645
C204       c         6344      3736
C205       c         753       4525
C206       c         7523      10477
C207       c         5188      6088
C208       c         9818      10741
C209       c         3092      6909
C210       c         7418      529
C211       c         2392      2202
