StringID  Type       x         y
D0         d         2867      112
D1         d         2391      187
D2         d         984       628
D3         d         1882      779
C0         c         1308      1005
C1         c         219       1565
C2         c         929       3145
C3         c         3047      413
C4         c         1464      1380
C5         c         3732      2360
C6         c         932       805
C7         c         2244      2294
C8         c         1729      360
C9         c         3435      682
C10        c         229       3516
C11        c         2580      1352
C12        c         1158      3406
C13        c         128       1943
C14        c         2556      2789
C15        c         3537      1575
C16        c         2184      2479
C17        c         3527      1892
C18        c         564       316
C19        c         3528      2635
C20        c         1821      2282
C21        c         1221      988
C22        c         2735      2497
C23        c         3707      3537
C24        c         2576      3520
C25        c         727       398
C26        c         2592      3830
C27        c         1342      3738
C28        c         3839      3190
C29        c         1708      3629
C30        c         1040      3013
C31        c         891       682
C32        c         1756      3574
C33        c         3910      879
C34        c         1626      3448
C35        c         3406      2346
C36        c         2509      3182
C37        c         2813      2094
C38        c         2286      2303
C39        c         585       807
C40        c         3149      239
C41        c         1755      2122
C42        c         3890      3982
C43        c         2513      3601
C44        c         2600      3823
C45        c         1313      2118
C46        c         3708      764
C47        c         3135      1789
C48        c         2850      1704
C49        c         545       2886

TRUCKCAPACITY /10/
DEPOTCAPACITY /27/
DEPOTFIXCOST /134/
