StringID  Type       x         y
D0         d         5004      4292
D1         d         4527      2508
D2         d         3617      4808
D3         d         2977      6505
D4         d         4232      6259
C0         c         3991      5735
C1         c         3538      9376
C2         c         8610      516
C3         c         3402      2946
C4         c         4380      961
C5         c         10019     6694
C6         c         6564      1104
C7         c         258       2439
C8         c         4932      4501
C9         c         6236      6802
C10        c         3961      4863
C11        c         10400     3347
C12        c         6267      6633
C13        c         2336      1447
C14        c         894       9436
C15        c         10340     892
C16        c         103       352
C17        c         5575      998
C18        c         1155      8755
C19        c         9166      9019
C20        c         2853      2056
C21        c         10471     8753
C22        c         838       8027
C23        c         1414      10070
C24        c         10226     1420
C25        c         9894      10352
C26        c         8880      5642
C27        c         2694      6159
C28        c         5554      1043
C29        c         4185      744
C30        c         10623     4185
C31        c         211       10035
C32        c         10821     7743
C33        c         8281      4015
C34        c         6386      2388
C35        c         7592      6116
C36        c         4637      3399
C37        c         5568      9553
C38        c         6617      1948
C39        c         666       4543
C40        c         2538      9973
C41        c         5816      302
C42        c         1186      7901
C43        c         3413      10871
C44        c         6310      4169
C45        c         6525      6649
C46        c         6501      328
C47        c         10165     10384
C48        c         4249      10557
C49        c         6366      10643
C50        c         385       8458
C51        c         2286      1444
C52        c         4749      4046
C53        c         5176      9462
C54        c         8524      3258
C55        c         10797     10698
C56        c         2147      10745
C57        c         5675      4362
C58        c         4935      807
C59        c         9477      2146
C60        c         7037      7388
C61        c         9955      5180
C62        c         6135      7304
C63        c         6987      9851
C64        c         8842      9313
C65        c         6928      6626
C66        c         1806      258
C67        c         5018      1589
C68        c         4486      9927
C69        c         10934     1912
C70        c         2616      374
C71        c         8288      8519
C72        c         1455      1496
C73        c         1918      9614
C74        c         847       7321
C75        c         3270      7330
C76        c         10664     8947
C77        c         5691      7719
C78        c         4871      3738
C79        c         10084     3796
C80        c         2945      10476
C81        c         9070      3308
C82        c         7274      6647
C83        c         2019      10886
C84        c         9334      1071
C85        c         4331      5703
C86        c         5757      4968
C87        c         10546     8742
C88        c         8980      8857
C89        c         305       7201
C90        c         1913      8122
C91        c         8569      8214
C92        c         3935      2967
C93        c         9958      8180
C94        c         9019      1349
C95        c         2097      7795
C96        c         3486      5381
C97        c         3440      4169
C98        c         2149      3199
C99        c         10146     10119
C100       c         8829      6992
C101       c         2397      10699
C102       c         1779      7967
C103       c         9907      9551
C104       c         5595      10637
C105       c         8677      3098
C106       c         9862      6451
C107       c         1614      6574
C108       c         250       512
C109       c         7827      3146
C110       c         1933      2578
C111       c         7056      2640
C112       c         9817      3005
C113       c         4767      6217
C114       c         4759      10282
C115       c         9950      56
C116       c         7701      9538
C117       c         3174      10597
C118       c         7249      628
C119       c         6867      7579
C120       c         10059     2979
C121       c         4881      6883
C122       c         3694      6107
C123       c         35        2634
C124       c         7824      8517
C125       c         9146      4961
C126       c         163       10193
C127       c         1460      108
C128       c         5338      7267
C129       c         8090      10061
C130       c         10239     4826
C131       c         447       2377
C132       c         5724      7501
C133       c         6086      2691
C134       c         5705      8694
C135       c         9155      8208
C136       c         2718      9275
C137       c         1845      9963
C138       c         6841      2075
C139       c         6930      5602
C140       c         6298      7095
C141       c         4075      7337
C142       c         8533      6913
C143       c         2962      117
C144       c         104       7656
C145       c         458       9139
C146       c         3390      9476
C147       c         10813     3282
C148       c         7099      7008
C149       c         2795      9879
C150       c         1489      4166
C151       c         354       4503
C152       c         1338      5719
C153       c         3809      7346
C154       c         8543      202
C155       c         786       1366
C156       c         2896      5461
C157       c         7319      7586
C158       c         10069     8786
C159       c         4148      10644
C160       c         9061      9908
C161       c         3533      261
C162       c         820       3674
C163       c         1385      9651
C164       c         10842     8667
C165       c         9047      4351
C166       c         10378     3603
C167       c         4280      9977
C168       c         7273      6981
C169       c         6558      9336
C170       c         9240      7825
C171       c         91        6798
C172       c         9730      7776
C173       c         2661      7316
C174       c         8834      118
C175       c         5297      6274
C176       c         8967      5558
C177       c         8757      6297
C178       c         8105      652
C179       c         6194      4813
C180       c         9625      9423
C181       c         10130     5669
C182       c         3420      2822
C183       c         8446      3356
C184       c         5457      2301
C185       c         8419      7605
C186       c         8875      1000
C187       c         10422     4219
C188       c         496       3071
C189       c         9662      503
C190       c         8859      9770
C191       c         4081      3109
C192       c         3471      2623
C193       c         10345     9953
C194       c         8789      3666
C195       c         968       3310
C196       c         1472      1628
C197       c         4410      4223
C198       c         6399      9663
C199       c         9219      4890

X DEPOTCAPACITY /52/
DEPOTFIXCOST /949/
TRUCKCAPACITY /25/
