StringID  Type       x         y
D0         d         1834      3035
D1         d         201       6065
D2         d         2516      5899
D3         d         1526      304
D4         d         2173      1240
C0         c         7542      4414
C1         c         5867      259
C2         c         7381      5828
C3         c         5557      4568
C4         c         3835      6039
C5         c         6053      519
C6         c         2225      2802
C7         c         5217      3248
C8         c         609       4131
C9         c         3658      4029
C10        c         6941      3972
C11        c         4517      6772
C12        c         4323      3501
C13        c         3321      3660
C14        c         3616      232
C15        c         183       512
C16        c         1650      6886
C17        c         6176      6883
C18        c         178       3248
C19        c         356       3187
C20        c         4146      5855
C21        c         2311      4656
C22        c         6467      2064
C23        c         4233      1455
C24        c         1275      2963
C25        c         70        5866
C26        c         3125      2147
C27        c         6811      7386
C28        c         7640      603
C29        c         2122      3144
C30        c         6749      5030
C31        c         2592      1248
C32        c         4747      632
C33        c         2005      4231
C34        c         2949      2299
C35        c         5683      7406
C36        c         519       3469
C37        c         5242      7015
C38        c         5869      3368
C39        c         2308      248
C40        c         7413      33
C41        c         6949      3246
C42        c         3013      7446
C43        c         6229      4148
C44        c         7216      1058
C45        c         145       2212
C46        c         4533      2130
C47        c         5630      3485
C48        c         328       1885
C49        c         2000      7318
C50        c         3414      1935
C51        c         5738      4722
C52        c         1283      4615
C53        c         2246      340
C54        c         3766      6434
C55        c         4888      692
C56        c         7127      4919
C57        c         6318      1459
C58        c         1495      7045
C59        c         4891      6059
C60        c         3697      2921
C61        c         5268      7435
C62        c         6448      3541
C63        c         7066      1634
C64        c         50        1789
C65        c         7130      3513
C66        c         7211      595
C67        c         5713      4134
C68        c         3500      5814
C69        c         5811      7070
C70        c         4518      742
C71        c         3598      5387
C72        c         7466      572
C73        c         3242      2718
C74        c         1650      7064
C75        c         6453      2663
C76        c         3365      1178
C77        c         284       6947
C78        c         2007      1301
C79        c         3644      6997
C80        c         6351      5824
C81        c         7610      4248
C82        c         5646      303
C83        c         5679      4915
C84        c         1677      514
C85        c         1801      2542
C86        c         1733      5981
C87        c         814       6180
C88        c         3700      7320
C89        c         1250      4634
C90        c         1951      3383
C91        c         2282      7055
C92        c         4819      1052
C93        c         6897      5780
C94        c         2225      6395
C95        c         1324      2718
C96        c         5802      6671
C97        c         4922      6618
C98        c         262       2571
C99        c         1614      4800
C100       c         43        1620
C101       c         1679      5611
C102       c         1308      3437
C103       c         4031      40
C104       c         832       7090
C105       c         2331      1741
C106       c         1381      3146
C107       c         4227      1100
C108       c         516       599
C109       c         731       3847
C110       c         5830      2671
C111       c         1457      2150
C112       c         5960      6736
C113       c         7200      1063
C114       c         2843      2767
C115       c         2292      3062
C116       c         6416      5650
C117       c         5134      6974
C118       c         1970      6143
C119       c         779       7486
C120       c         3347      5876
C121       c         2848      7007
C122       c         5580      5305
C123       c         584       7621
C124       c         3903      1971
C125       c         418       2084
C126       c         4383      90
C127       c         4884      3797
C128       c         4659      1773
C129       c         5173      2089
C130       c         7254      5476
C131       c         106       5117
C132       c         1475      3494
C133       c         1103      2446
C134       c         5519      4092
C135       c         1112      911
C136       c         375       453
C137       c         7352      121
C138       c         1756      4716
C139       c         3713      4899
C140       c         1292      4248
C141       c         7181      4498
C142       c         3779      930
C143       c         3742      4114
C144       c         3314      1356
C145       c         1345      133
C146       c         1726      7088
C147       c         760       6652
C148       c         204       374
C149       c         3607      4228
C150       c         6588      5706
C151       c         751       835
C152       c         2035      1421
C153       c         7082      3779
C154       c         4766      6987
C155       c         374       397
C156       c         4083      1390
C157       c         7398      762
C158       c         6842      2865
C159       c         1428      1606
C160       c         3341      1751
C161       c         2828      2022
C162       c         2652      5532
C163       c         4837      5403
C164       c         2228      2028
C165       c         49        2504
C166       c         832       7635
C167       c         6680      6785
C168       c         2576      949
C169       c         7103      1252
C170       c         3353      319
C171       c         1903      5164
C172       c         5757      1181
C173       c         6899      2563
C174       c         5645      7149
C175       c         4417      408
C176       c         12        2292
C177       c         7005      6386
C178       c         3894      272
C179       c         3195      1156
C180       c         7169      878
C181       c         7012      3841
C182       c         1827      381
C183       c         7450      881
C184       c         5972      1443
C185       c         1215      3973
C186       c         597       5166
C187       c         1203      5671
C188       c         1841      2189
C189       c         2301      1622
C190       c         4547      6848
C191       c         6892      6705
C192       c         3960      6413
C193       c         2045      4689
C194       c         343       5621
C195       c         5120      1372
C196       c         2366      102
C197       c         6775      4055
C198       c         2670      4658
C199       c         4927      5692

TRUCKCAPACITY /25/
DEPOTCAPACITY /68/
DEPOTFIXCOST /738/
